"group","value","x","y","time"
"A",4.85813704808634,-2.32265146900958,-1.98795041509648,1
"A",6.41539622284194,1.32874812332194,-1.20949672433396,2
"A",4.60154468766915,0.0852201057726715,-0.0861541226032367,3
"A",6.29329047582422,0.305889798706424,0.194602424961571,4
"A",6.48686286005998,-0.219571013170671,-1.15311960530069,5
"A",5.1071826992158,-0.819588197473631,-3.06896617208799,6
"A",6.96425514155553,-0.623064590158239,-0.169118968652634,7
"A",5.73312731989364,-0.526439611419545,1.21467767266127,8
"A",8.28395777315299,-1.25970954198683,-1.5077761521556,9
"A",5.56282168110517,0.838524730302519,-1.2926165266575,10
"A",5.4801025267572,-0.758841930331361,-1.66786745509746,11
"A",6.38702132362485,-2.27854398651373,-1.08539946692297,12
"A",6.24594723491418,-0.88739816062462,-1.41722327226588,13
"A",5.37096386817344,-0.523853171716553,-1.12296698549518,14
"A",6.79897496298358,1.95254300992684,-1.46484625857459,15
"A",5.67589569161748,-0.462891342007717,-0.753234249414411,16
"A",6.66387777182262,0.645403187475632,-1.57489291649857,17
"A",5.40438347080716,0.812403708089673,-1.75964157918091,18
"A",5.48203358721024,-0.976281944163513,-0.383983745443882,19
"A",6.73308698326125,0.356957412116617,0.242060252181399,20
"A",6.16329108073446,-0.419107378211822,0.797336366963693,21
"A",5.90842072559667,-0.172912269964754,-0.963173671868277,22
"A",6.31683687700094,0.737679334054295,-3.84919970142581,23
"A",4.71256675415562,0.734511636550435,-1.48300667531388,24
"A",6.22631761706133,1.29718670144193,-0.304290265094378,25
"A",6.3028674806067,-0.117368912568659,-0.801475350069659,26
"A",5.4778643929388,-1.95134368005878,0.636657939880386,27
"A",5.84812300802489,0.193786289330845,-1.42520357554663,28
"A",5.98401847682875,2.13685293595626,0.341832550967859,29
"A",6.18934387984994,-1.1952900061483,-1.62759500910525,30
"A",5.29211733630145,-0.941304874293376,-2.26129767742195,31
"A",3.67961269253265,0.374912383743116,-0.470133302327835,32
"A",5.47880250123965,-0.869462334919628,-1.03342487222403,33
"A",5.30629012968168,0.954955563433389,0.281857151938468,34
"A",4.46110705410942,0.249888564675197,0.0782198268975072,35
"A",6.45059694447111,-0.360744707492549,-1.05449130376923,36
"A",4.09279641726656,0.998366632557869,-1.46466892228174,37
"A",5.24516971852264,-0.359477657702255,1.26985191119646,38
"A",6.39151727848449,-0.920621046684254,-1.93494084460475,39
"A",7.07061341970356,1.77179967436354,-1.41510945049059,40
"A",4.67498246448985,-0.496929987437035,0.6195862556558,41
"A",5.84186636481307,0.35560026692766,-0.31912370479964,42
"A",5.16311667096128,-0.320996085784744,-1.2330451765124,43
"A",4.3236104310428,0.320149835428238,-0.704974039642048,44
"A",6.32525629367307,0.436505712812459,0.180643891332786,45
"B",7.52811595870539,-0.55488355775919,1.8694504458525,1
"B",5.71686516593105,2.29735378589948,-0.217905450223631,2
"B",8.21892618366023,1.21074571851151,-0.381668443813165,3
"B",7.31742797128308,0.483206896413516,0.7379423563505,4
"B",7.20893714552203,-0.10875295278255,1.37243144028108,5
"B",7.05590852702834,-0.439963540105578,-0.413309919366546,6
"B",7.1437681189395,-0.302057624991275,0.438543403146335,7
"B",6.55126654499607,-0.725562101641368,0.948112741439472,8
"B",6.11806348374661,0.547775350416985,1.03904987090185,9
"B",6.19238346506404,-0.30104753614599,0.299995147030694,10
"B",6.53251676749955,0.734414237583364,-0.317681109311728,11
"B",6.93896955554179,-2.3079392907279,0.53821316891109,12
"B",5.79491666563937,-0.363193324575693,-2.31793605994248,13
"B",6.59673696296931,-1.14963165167418,-0.264918749778615,14
"B",5.74264320146067,-1.21862201236874,1.56966471422836,15
"B",7.12874721880118,1.34455190232778,1.04156975511924,16
"B",7.83481126209618,0.447007677219427,-0.782126895400252,17
"B",6.4585353754957,-0.181518168061992,-0.264826261809364,18
"B",7.70005782568352,1.45633527596137,0.139507835763387,19
"B",7.64886263114456,-1.29407236002176,1.52513246341845,20
"B",8.62676051539991,-0.2890907960101,1.74805527278411,21
"B",4.21365584895855,0.289444004688486,2.47645413962955,22
"B",8.35586637498054,-1.10672492811919,-0.106146098846514,23
"B",7.45540958642931,0.702855359209005,0.214257832294993,24
"B",7.57257971767461,1.02115113583397,1.14347729772545,25
"B",6.1192102238584,0.685984588342096,-0.157699418386385,26
"B",6.34505733143947,-1.67622061327683,-0.0824272335616512,27
"B",5.65465421399503,0.0148425349667637,-0.374674677353003,28
"B",5.94599368262351,0.445609269491373,1.18250871941301,29
"B",7.68574802435325,-0.388885211790784,-1.18173556947637,30
"B",6.87226451644853,0.506819786016893,0.796107797062673,31
"B",6.77827913015793,-1.66185558455539,-1.81640713369143,32
"B",7.77426720172058,0.35174784975229,0.185717494765025,33
"B",8.2560356770368,-1.11395158580804,-1.21450955475748,34
"B",7.19065380177703,-0.88942307798717,1.53044675335024,35
"B",6.95106946504859,-0.981364512257219,-0.0252485349109063,36
"B",7.96795814622899,0.428211215426835,-0.354563901121925,37
"B",8.77354222021433,-0.0324937535867807,-0.392733462129196,38
"B",6.45248171120754,1.04780302725348,-0.804902653877507,39
"B",6.97783281663302,0.4699136755478,0.888551350151143,40
"B",6.03930969670863,-0.884576182457505,0.969781222345642,41
"B",5.85439507678605,-0.372887719139378,0.327702310482805,42
"B",6.63621263852059,0.935968367960195,-0.0605996867411825,43
"B",5.64043420649122,0.356016666938959,0.547389321015296,44
"B",7.76800529032239,-1.77677769065502,0.464091409750469,45
"C",4.44393463377347,-1.06240416048982,-0.379655367151207,1
"C",6.61630814776308,-0.322444510375949,1.55835146670979,2
"C",6.166294222399,-0.997081578451075,0.439767308469702,3
"C",5.09120972287744,0.520016738107965,0.357163244803993,4
"C",3.16851240083438,0.381083967795229,1.71684947999596,5
"C",3.32902950566768,0.910765669149043,1.09188940187845,6
"C",3.33239137604914,-2.58122220074337,-0.0034890642196066,7
"C",5.68784320511805,0.491871118749315,0.70519807264662,8
"C",4.51882391652358,-0.0836014906153133,0.853546760692973,9
"C",5.43815876139753,0.359697990108545,-0.122918076810963,10
"C",4.28939286735091,1.5407060196876,1.99366586183772,11
"C",7.52698097619704,0.0724249728058834,1.66328702558936,12
"C",7.55728617544483,-0.0181007764932844,0.569264570215564,13
"C",6.17341822449283,0.107688214689774,1.61598264782726,14
"C",5.92524822948634,-0.0683654973644615,-0.560491743253617,15
"C",3.6583231990556,-0.172771019243122,-0.671878575841018,16
"C",3.35085893007249,1.22758830134075,-0.430557501778958,17
"C",7.12135222518582,-0.315053901746856,1.05498962475552,18
"C",5.45363660908197,0.777615317570059,0.739932008433536,19
"C",7.09203140323698,1.05413655933778,0.851139993534683,20
"C",5.9508989796057,0.79075106007991,-0.169183675093498,21
"C",3.05948343043527,0.293952434089734,0.800621327995629,22
"C",5.55039130097007,0.0928155533526114,2.52691000699706,23
"C",3.98896935212253,-1.79342575112444,1.43046925155444,24
"C",9.09256730402877,-0.388035624393028,2.81403490138622,25
"C",4.21548721030446,-0.722380336510973,-0.0839060932069792,26
"C",5.93378919834382,-0.868711861222483,0.819743468047175,27
"C",7.25521850852289,0.628599158338177,1.97263626015922,28
"C",5.63496091339016,-1.93404370229168,1.48278312821937,29
"C",6.90051732335464,-1.21119274250543,1.09354127252914,30
"C",5.22219205816303,-0.545502696803064,0.34569487766615,31
"C",5.40897427745633,1.5537055684866,0.105111354342437,32
"C",3.90985913874295,1.19327320048951,0.0924875331271831,33
"C",4.53810918550925,-0.24867106559233,-0.870864308770358,34
"C",5.78833581546864,-0.892046714137955,2.17386369591994,35
"C",5.6921218301244,1.43465079077451,1.44235373262434,36
"C",3.34540633510063,2.49235209622775,0.653361470713363,37
"C",3.76669556484801,-2.00009227632675,0.211065968100088,38
"C",5.4119217577041,1.87685469679402,1.08525409327431,39
"C",3.39772320635654,0.0919041773877683,1.90283831166652,40
"C",8.09341729065951,-0.269268278290955,1.05104505361501,41
"C",5.75047921809017,-0.121080903372686,0.377679173200051,42
"C",5.17291108639092,-0.532595293559774,0.202637382471143,43
"C",5.56937442506373,0.411526774286952,0.263535874063064,44
"C",4.26354130521379,1.0813755158408,-0.34869438615275,45
"D",7.46288884879642,-0.331676935749057,1.32346823002122,1
"D",9.10877021448216,-0.703542664301808,0.942719471192842,2
"D",6.91562419541614,-0.2417807962447,1.6972018966697,3
"D",8.66301294510771,-0.156108875078846,2.14826159454354,4
"D",8.3128548847575,-0.596103226673671,0.566183889317358,5
"D",6.90900846413007,1.69211507650107,2.12279490488491,6
"D",7.24089184589988,-1.28220995644461,1.76087366301706,7
"D",7.35188823309793,0.142864075844959,1.50233636463609,8
"D",7.25044064579458,-0.0221062477088441,2.78931448466035,9
"D",8.85487143719775,-0.425698363667695,1.00372881178208,10
"D",8.13972212801022,0.624594688204357,0.468255997681708,11
"D",8.79584615578617,-3.34144798840209,0.0667098061286655,12
"D",9.7054731388031,0.121547910611807,2.07005508303077,13
"D",9.65402457180072,0.342313530372927,0.739987485268796,14
"D",7.71575120074896,-0.63462148542027,2.25341010749594,15
"D",3.22267150986397,2.11958328205314,0.975998293468094,16
"D",7.82416983345661,2.43061662199456,1.59928274274078,17
"D",6.99020762640556,-0.216997723580181,1.89778856164221,18
"D",6.81813800611221,-0.0502318739192271,0.503299652165216,19
"D",6.06361972503258,-0.407648699901485,1.20171906456565,20
"D",9.8435758936664,-0.45980534859811,0.634796500124201,21
"D",7.79275121629614,1.88968796409798,1.2245817802941,22
"D",8.82038390226876,-1.6521175710221,1.28318373028077,23
"D",8.63223539052187,-0.520809490067796,1.44228190558792,24
"D",9.3061890165885,-2.06212296167426,1.16868208831484,25
"D",7.70092799903758,0.360253123026685,2.20576841073939,26
"D",8.25884614043008,-1.82034248494236,0.579615094251775,27
"D",9.71438659082904,-0.81466851248488,1.66963913663439,28
"D",9.22565178525281,1.74026908788916,1.01010799542539,29
"D",7.55867252152883,1.08183582212349,2.05124108827923,30
"D",10.0125570660581,0.383217644144755,0.815164401840076,31
"D",8.0187172951324,-0.866970759973349,-0.181875146830065,32
"D",7.6734687989034,0.409056445950231,2.70269061101506,33
"D",8.75367986223776,-0.442868186266807,1.83590803353985,34
"D",8.58880649468156,-0.0016911239120391,2.46538401939273,35
"D",6.95313251785235,0.477458494742823,2.54738736225265,36
"D",7.61511395191651,-0.199565409118895,2.60671868359871,37
"D",10.0172117574762,0.675475444387674,2.10570827226212,38
"D",8.54014861865839,0.780761775878458,1.13606219411109,39
"D",7.49040527555706,0.669702517232457,1.60988513753702,40
"D",11.6470916908261,0.427358457616547,1.80979209239747,41
"D",8.60714453873975,1.52528561685614,0.919570735648534,42
"D",6.43162116794807,-0.611928385632908,2.49779733385635,43
"D",8.00299045413336,0.463345694149677,1.81981754055391,44
"D",10.7465955249109,-1.05537121733778,1.75847411183025,45
