"x","y"
0,0
0.00840336134453781,0.019506405856088
0.0168067226890756,0.012932786078196
0.0252100840336134,0.0276696873756603
0.0336134453781513,0.0297425349488012
0.0420168067226891,0.0500567186145917
0.0504201680672269,0.035845846769128
0.0588235294117647,0.0849808296760427
0.0672268907563025,0.0937124455919137
0.0756302521008403,0.0867607050002584
0.0840336134453781,0.0873395619155754
0.092436974789916,0.101254756034732
0.100840336134454,0.139029366817013
0.109243697478992,0.10196748136138
0.117647058823529,0.140439411424592
0.126050420168067,0.113794072504211
0.134453781512605,0.127834653392335
0.142857142857143,0.144746991763201
0.151260504201681,0.137745383186885
0.159663865546218,0.193173024869299
0.168067226890756,0.16451036914201
0.176470588235294,0.146549304640252
0.184873949579832,0.146995139515173
0.19327731092437,0.205371132624627
0.201680672268908,0.147229126822898
0.210084033613445,0.252117228039895
0.218487394957983,0.238659482527776
0.226890756302521,0.216970601469309
0.235294117647059,0.250268237510705
0.243697478991597,0.269266452318285
0.252100840336134,0.245837670965512
0.260504201680672,0.247735792663234
0.26890756302521,0.230582899550489
0.277310924369748,0.277763378318399
0.285714285714286,0.266850312873895
0.294117647058824,0.282946232722792
0.302521008403361,0.300095439300969
0.310924369747899,0.30251430636818
0.319327731092437,0.338119760976199
0.327731092436975,0.346404821250568
0.336134453781513,0.333933548980904
0.34453781512605,0.331827453306966
0.352941176470588,0.361605990491634
0.361344537815126,0.37768821538419
0.369747899159664,0.33477916167312
0.378151260504202,0.397233433653817
0.386554621848739,0.387363070598949
0.394957983193277,0.392334017472735
0.403361344537815,0.4039149150604
0.411764705882353,0.450623496703321
0.420168067226891,0.443061235435755
0.428571428571429,0.422418701330115
0.436974789915966,0.464601514817385
0.445378151260504,0.432793135146788
0.453781512605042,0.467225373822388
0.46218487394958,0.416242469572278
0.470588235294118,0.386367492896609
0.478991596638655,0.507411628558314
0.487394957983193,0.50001701124237
0.495798319327731,0.493420091347543
0.504201680672269,0.506387898418267
0.512605042016807,0.471318540132396
0.521008403361344,0.515500882775954
0.529411764705882,0.497442121643624
0.53781512605042,0.52679460498299
0.546218487394958,0.539487407822743
0.554621848739496,0.570993279851021
0.563025210084034,0.555866480928531
0.571428571428571,0.538759489593232
0.579831932773109,0.571904419226092
0.588235294117647,0.577815308472743
0.596638655462185,0.610811262328083
0.605042016806723,0.539017151385391
0.61344537815126,0.577957346920573
0.621848739495798,0.611617208924891
0.630252100840336,0.649937585102891
0.638655462184874,0.65009068991065
0.647058823529412,0.64517005116694
0.65546218487395,0.655862344852478
0.663865546218487,0.683274098790027
0.672268907563025,0.637271378122809
0.680672268907563,0.68936017469004
0.689075630252101,0.672306760506993
0.697478991596639,0.71172534873294
0.705882352941176,0.68482211275361
0.714285714285714,0.715948421255422
0.722689075630252,0.798110863938402
0.73109243697479,0.732068016990065
0.739495798319328,0.735790183677586
0.747899159663866,0.724866021474545
0.756302521008403,0.781529047086664
0.764705882352941,0.754524724830598
0.773109243697479,0.79662250759137
0.781512605042017,0.772095364292654
0.789915966386555,0.836612113129497
0.798319327731092,0.744638530376174
0.80672268907563,0.805454336179873
0.815126050420168,0.806079821940176
0.823529411764706,0.808202008341282
0.831932773109244,0.800105109711354
0.840336134453782,0.82674691732113
0.848739495798319,0.888824117468374
0.857142857142857,0.825946431772803
0.865546218487395,0.898495479031491
0.873949579831933,0.83610024870096
0.882352941176471,0.854372467905414
0.890756302521008,0.913112819941782
0.899159663865546,0.85568155491678
0.907563025210084,0.918810449130139
0.915966386554622,0.982187616851591
0.92436974789916,0.903827462616668
0.932773109243697,0.951372934573494
0.941176470588235,0.939560097833147
0.949579831932773,0.880259584244025
0.957983193277311,0.969183098097977
0.966386554621849,0.989140753413873
0.974789915966387,0.946090680318724
0.983193277310924,1
0.991596638655462,0.964681535683053
1,1
