"group","value","x","y","time"
"A",5.86978039055127,0.398598045357422,-0.51651043946955,1
"A",5.02055429260369,0.619120088039359,-1.71614659030003,2
"A",7.24656779613179,1.06577928779198,-1.90073546471291,3
"A",1.98177372737751,-0.584168339130169,-1.67001263700149,4
"A",5.9901871318172,-0.550754575631262,-2.47109759344162,5
"A",4.29905704452751,-2.01471477668318,-0.310754059203991,6
"A",6.12239085589434,-0.667749178493698,-1.11746961389164,7
"A",6.99533087360588,0.535759523312692,-1.62170605484156,8
"A",5.93604530354678,2.17137831958925,-1.88315925665656,9
"A",6.34991259422796,-0.256946028937735,0.265079643039935,10
"A",8.04204510338013,0.17513280911195,-1.2126636664743,11
"A",7.25066360093648,-0.56201608167,-0.728797262468253,12
"A",7.51008329703751,0.377691225950189,-2.75014520007349,13
"A",4.00700131843552,-0.956961812073495,-2.83846250066688,14
"A",4.7864581305253,0.472620981413556,-1.387645171289,15
"A",9.26969435555939,-0.926880385622443,-1.35538147070228,16
"A",6.29472123252717,0.597078000738131,-0.614453106818117,17
"A",7.15068197484159,-1.44960773672548,-1.88448702405938,18
"A",8.05506578731491,-0.960567136392127,-2.16533820938714,19
"A",5.45518249464249,-1.61067554506331,-1.29684384456727,20
"A",6.39604459550491,1.19078811211227,-2.13975672182043,21
"A",6.70425552748991,-2.67780219746894,-1.80562314242797,22
"A",4.8090468256266,1.37156204359219,-2.21960252138298,23
"A",6.46583183757386,0.0414036386305623,-1.52691528996413,24
"A",5.42343994364216,-0.102522248390342,0.483374650499183,25
"A",5.66256616687382,0.701093976816225,-0.241396871662473,26
"A",5.91840004632132,-0.988783188086521,0.953773777893899,27
"A",5.61690171032679,1.91756055207021,-1.07869963521211,28
"A",7.07331965904681,-1.39806025296276,-1.78275202504379,29
"A",6.6914224498279,0.271924202289027,-2.89976113429046,30
"A",4.48050362479535,-0.508492346494875,-0.521572295272888,31
"A",5.17818478572375,0.22918071328304,-2.05189717127959,32
"A",6.26884938048629,0.677870773747805,-2.17288145164216,33
"A",5.92130695969653,0.216220225445058,-2.26207733100276,34
"A",9.10104859360879,0.358569541499576,-1.90765003888522,35
"A",7.33456265948219,-2.61180611303608,-0.0911548686451615,36
"A",7.13344794439783,-2.06562903062247,-1.50320188260399,37
"A",6.43506786915512,-0.685318284340878,0.277625828728567,38
"A",6.33282327534255,-0.220360402445358,-3.33073568660695,39
"A",6.22374620650859,-0.868858758936688,-1.14765543437141,40
"A",5.241461508886,-0.729020402678764,-2.37809265305248,41
"A",4.21524764363444,-0.579531380085343,-0.123087592281988,42
"A",5.28900158545972,-0.103301206846657,0.346550011314796,43
"A",6.0628153927779,0.040997310293228,-0.50298630960779,44
"A",5.82571927939867,-1.20525385329718,0.263514701456262,45
"B",8.02801801442583,-2.45520255062966,-0.564421931935337,1
"B",6.8117790870057,0.952484324918589,-0.99391357493546,2
"B",8.86885978071487,0.56921732984486,1.31343861582224,3
"B",7.82644064487496,-0.171729393724581,0.123405768346565,4
"B",7.26691879290115,-1.69580399274563,-0.779451404920697,5
"B",5.22272304038803,1.78467011549058,0.744704203143436,6
"B",6.58664500646016,0.932190828980968,2.29888708342971,7
"B",7.61381348933399,-0.410857798741408,1.31785916569373,8
"B",8.08346167734459,1.71680112829071,-0.38339889269732,9
"B",5.99641183487952,0.632126122295891,0.688015088351605,10
"B",7.66824182187951,0.380671551198578,-0.0698901601911345,11
"B",6.17028036472713,1.25729197039711,1.71859952530811,12
"B",6.35305177881363,-1.30777830032993,0.701564253110218,13
"B",7.44213821492153,-1.35364377263897,-0.952823773332585,14
