"log2fc","p","status"
0.129997767614638,0.523078941507265,"不显著"
-0.293995379089703,0.927518817130476,"不显著"
0.322410884467604,0.323956156382337,"不显著"
-0.320799763670865,0.562669581267983,"不显著"
0.341098896478773,0.383838018169627,"不显著"
-0.730205240881768,0.0479725305922329,"不显著"
1.12614779291479,0.673659882275388,"不显著"
1.10451113712782,0.110056408448145,"不显著"
-1.23904690739111,0.879645765991881,"不显著"
-0.286771295499997,0.816681630909443,"不显著"
-0.700914294903706,0.627461298601702,"不显著"
-1.78990577692575,0.86691825883463,"不显著"
-0.42917299853261,0.0226875909138471,"不显著"
-0.214989309027356,0.00862200232222676,"不显著"
1.04210280344763,0.414167485432699,"不显著"
0.304730903141271,0.442478244425729,"不显著"
-0.99116954977669,0.558858178090304,"不显著"
0.186799517359795,0.504229035694152,"不显著"
0.531294331647351,0.981376414652914,"不显著"
-1.43154981255097,0.162259227829054,"不显著"
-0.752320688510247,0.125660022720695,"不显著"
0.347432715552398,0.0331890436355025,"不显著"
-0.458851875109324,0.9862429946661,"不显著"
-1.7220246862635,0.491676548263058,"不显著"
2.39297693530942,0.816512450808659,"不显著"
0.00182201627157328,0.671400784514844,"不显著"
-0.894499493026357,0.282778213266283,"不显著"
2.8545714937212,0.508710302645341,"不显著"
-0.531583759889458,0.156118924031034,"不显著"
-1.41687459021287,0.213455288670957,"不显著"
0.776068145362945,0.13609597668983,"不显著"
-0.61372942391556,0.456563840387389,"不显著"
0.976770218559537,0.297267884248868,"不显著"
-1.09246218910047,0.533165375702083,"不显著"
0.727320487402127,0.844807654619217,"不显著"
-0.269612916367381,0.950463575776666,"不显著"
-0.465774730907949,0.679517773678526,"不显著"
-0.955592744183517,0.39412492653355,"不显著"
-0.291370268761949,0.278901753947139,"不显著"
-1.39491117382016,0.383266164688393,"不显著"
-1.00022141527926,0.91361786192283,"不显著"
0.0707292601887688,0.642347679007798,"不显著"
0.544832674529265,0.271541747730225,"不显著"
0.792571757626685,0.770392393693328,"不显著"
-1.031812676382,0.0162911489605904,"下调"
-0.593426267678643,0.517508136108518,"不显著"
0.263795252254148,0.794818375259638,"不显著"
-0.498905460569228,0.108711705543101,"不显著"
-0.558985750514432,0.365653681801632,"不显著"
0.79186969747721,0.300263122655451,"不显著"
-0.962305452204695,0.299072299152613,"不显著"
-0.136501063164495,0.147712480509654,"不显著"
0.65975309584334,0.667798169422895,"不显著"
0.24216781074606,0.230605421122164,"不显著"
-0.730252124080751,0.0355205168016255,"不显著"
-0.43284814915224,0.28988857101649,"不显著"
-0.0445273236223743,0.984164933906868,"不显著"
1.13586729181596,0.534633403411135,"不显著"
0.598155358829104,0.262403866043314,"不显著"
-0.836706583903813,0.465947543969378,"不显著"
-1.45647823969394,0.477752622682601,"不显著"
-1.48391420929284,0.183267858810723,"不显著"
-1.07271090534253,0.357422383502126,"不显著"
-1.31550732281415,0.839842963498086,"不显著"
-1.48392603329367,0.837107671890408,"不显著"
-0.467533177295167,0.645366993965581,"不显著"
-0.505660731301779,0.86687429738231,"不显著"
0.817842536307744,0.0280995713546872,"不显著"
-0.154652838497858,0.499102914007381,"不显著"
-1.44988853744454,0.892119911964983,"不显著"
-0.17540798295508,0.461167780216783,"不显著"
0.130687288243857,0.106078246375546,"不显著"
-1.26253416517251,0.79034103336744,"不显著"
0.525429604870135,0.163775741355494,"不显著"
-0.768341715461386,0.539128372212872,"不显著"
0.179648832012656,0.56039927736856,"不显著"
1.57671768314244,0.8112910783384,"不显著"
-1.16290329962989,0.956998556852341,"不显著"
-0.686575783706021,0.290086036780849,"不显著"
-0.0415296900243966,0.794094810495153,"不显著"
-0.229982560400727,0.162568650906906,"不显著"
0.589969047216342,0.517446792917326,"不显著"
0.739153171165635,0.906531385844573,"不显著"
-1.27475667923721,0.98387672030367,"不显著"
1.00494899503508,0.156475776573643,"不显著"
-0.362328491059019,0.171450992813334,"不显著"
0.605166278262931,0.434424684150144,"不显著"
-0.575329316492628,0.505026477621868,"不显著"
-1.39577490277502,0.246911208843812,"不显著"
0.0255601241234067,0.848924571182579,"不显著"
-0.241906998954645,0.81565053248778,"不显著"
-1.25632061132637,0.772536643315107,"不显著"
-1.15384226410428,0.56214341125451,"不显著"
-0.578472071338373,0.980112766614184,"不显著"
-0.681558725097055,0.966330408118665,"不显著"
-0.0152901622288594,0.0053948787972331,"不显著"
-1.16381030735182,0.515614235773683,"不显著"
0.181351594288149,0.0317927615251392,"不显著"
-0.678283524216701,0.541421783622354,"不显著"
-1.39972425331292,0.547419552924111,"不显著"
-0.210082497824169,0.74660920840688,"不显著"
0.275564433113706,0.177966777700931,"不显著"
-1.34184343195678,0.229941316880286,"不显著"
-0.681266433705274,0.921798930270597,"不显著"
1.87616191980333,0.0922456751577556,"不显著"
1.00901078001908,0.121955114416778,"不显著"
-0.41399701531764,0.07287842547521,"不显著"
0.849712383344335,0.14087153528817,"不显著"
-0.4972059342789,0.869544385233894,"不显著"
-0.836431845436229,0.708117794943973,"不显著"
-0.346271658689972,0.31735732126981,"不显著"
0.311991894500583,0.73746213177219,"不显著"
0.254202528850535,0.865770353935659,"不显著"
0.75380772306871,0.827621409436688,"不显著"
-1.02135498632897,0.878386271651834,"不显著"
1.98668503721821,0.103666946757585,"不显著"
-0.0486523079132677,0.480903762159869,"不显著"
1.25374781419082,0.816239319508895,"不显著"
1.23919524917737,0.331116557819769,"不显著"
-0.636349478310716,0.180383682018146,"不显著"
1.03080488497599,0.57879056269303,"不显著"
-0.890273928907923,0.355996599420905,"不显著"
0.367495162336002,0.632588091539219,"不显著"
1.02551550784352,0.237858428619802,"不显著"
-0.558600341807924,0.447425972204655,"不显著"
-0.426796762157573,0.267031597904861,"不显著"
0.519286735621691,0.447846403811127,"不显著"
0.857136073216808,0.47305884049274,"不显著"
-1.12664106684954,0.537201053230092,"不显著"
-0.144518650402226,0.795345251681283,"不显著"
-0.199193455961757,0.658528128173202,"不显著"
-0.580965158023499,0.788748810300604,"不显著"
0.773368797527951,0.473061929922551,"不显著"
0.851369486454906,0.406061782501638,"不显著"
-0.994074211621519,0.150929233059287,"不显著"
-0.831364598567348,0.119594522519037,"不显著"
0.0731183361363208,0.523610614938661,"不显著"
-1.04714513919459,0.9494643304497,"不显著"
-0.451116188375618,0.895835468545556,"不显著"
-1.93478526238461,0.0605269521474838,"不显著"
-1.61062481167806,0.359076289227232,"不显著"
1.5979169212871,0.00732385809533298,"上调"
-0.466492675474225,0.914076368091628,"不显著"
-1.12089260519192,0.852682480588555,"不显著"
0.699189661922143,0.0216230012010783,"不显著"
0.160706005597828,0.556306093232706,"不显著"
1.33909105820814,0.924344446742907,"不显著"
-0.715984569614061,0.278226129012182,"不显著"
-2.01177699599021,0.657629793975502,"不显著"
-1.11701457065668,0.536898090969771,"不显著"
2.63509428912289,0.655720500508323,"不显著"
-0.242415569190489,0.840628550155088,"不显著"
-0.0974409901065806,0.154483596794307,"不显著"
0.857701641953042,0.476184540428221,"不显著"
-1.98533168914472,0.679554144386202,"不显著"
0.723049573344319,0.639364962698892,"不显著"
-0.123187333629128,0.641090939752758,"不显著"
-0.513574461192703,0.787658512126654,"不显著"
0.380188066283854,0.680581570370123,"不显著"
-0.00927234556653807,0.999163679545745,"不显著"
1.71924295332243,0.92814393225126,"不显著"
-0.0128369225970637,0.00859840540215373,"不显著"
1.03383191966284,0.807737964438275,"不显著"
0.808755413394308,0.610563779482618,"不显著"
0.336308410470656,0.505274715833366,"不显著"
-0.0618545118566807,0.77090731728822,"不显著"
-1.98963013525006,0.516010720748454,"不显著"
-1.04888288366404,0.972767567727715,"不显著"
0.993146106723368,0.698395049199462,"不显著"
-1.19477563487777,0.152679746970534,"不显著"
-2.51484663423017,0.0301259944681078,"下调"
-1.65091945810979,0.749695271952078,"不显著"
0.756447979675125,0.412881036754698,"不显著"
-1.20626455493402,0.476154903648421,"不显著"
1.12406224960395,0.974177380558103,"不显著"
1.7387442080666,0.094938340364024,"不显著"
0.329099873312795,0.570580535568297,"不显著"
-0.229910786643107,0.612411675974727,"不显著"
0.412520517243085,0.494363963603973,"不显著"
-0.33435300953128,0.0493056387640536,"不显著"
-0.890577591031105,0.357006171252578,"不显著"
-1.1834894520006,0.318328267429024,"不显著"
0.841567710323902,0.277668252820149,"不显著"
0.249376548081943,0.927234136499465,"不显著"
1.11523493473845,0.209112780867144,"不显著"
-1.96931354233507,0.878955211723223,"不显著"
-0.823674608395245,0.512199117802083,"不显著"
-1.64613142850457,0.749035900458694,"不显著"
-0.0205055316386048,0.874777084682137,"不显著"
-0.26283847084804,0.0998063457664102,"不显著"
1.24197896713609,0.0381288521457464,"上调"
-1.48084222206906,0.300143585074693,"不显著"
0.924616040277278,0.385389295173809,"不显著"
0.191535242907189,0.300694387871772,"不显著"
-0.220949865625974,0.650473742745817,"不显著"
-0.683940733675273,0.467369799735025,"不显著"
-0.589238548839966,0.36399672110565,"不显著"
-1.35800776855854,0.0997363792266697,"不显著"
1.48312585720282,0.99199140118435,"不显著"
-2.85634291961363,0.700299712363631,"不显著"
-1.01204445994259,0.771112399175763,"不显著"
0.68853291769918,0.448015938512981,"不显著"
0.319732905895755,0.742511430755258,"不显著"
0.348513641322602,0.679489874280989,"不显著"
0.322010991680434,0.116390030831099,"不显著"
-0.0318899089330002,0.528909070417285,"不显著"
-0.333777578660167,0.952484984183684,"不显著"
0.121966430418521,0.461093951947987,"不显著"
2.17796924022491,0.356428361963481,"不显著"
-0.996497864439333,0.482314891647547,"不显著"
-2.05668567614232,0.341439422219992,"不显著"
0.336496782928399,0.0298130824230611,"不显著"
0.145213597237033,0.905506683280692,"不显著"
0.671655007173084,0.574083457468078,"不显著"
0.943368960846208,0.534142763586715,"不显著"
0.537371960184255,0.278591404436156,"不显著"
0.934333783107339,0.356882398249581,"不显著"
-0.735446448658275,0.446696525672451,"不显著"
1.04846499215743,0.490533573552966,"不显著"
-0.189510638972342,0.972336630802602,"不显著"
1.08744219710622,0.560006076702848,"不显著"
-0.0643975159948184,0.627586814807728,"不显著"
0.897907827320943,0.251964937197044,"不显著"
0.421938308519906,0.631339556770399,"不显著"
0.689561004967671,0.339453908847645,"不显著"
0.375857117311578,0.969028289662674,"不显著"
-0.550738441756451,0.958230607910082,"不显著"
0.580212751290974,0.512432244839147,"不显著"
-1.08875174504934,0.0755283224862069,"不显著"
-2.47355432969596,0.506191275781021,"不显著"
-2.02466792817595,0.656421198742464,"不显著"
1.41017088869185,0.299069405067712,"不显著"
1.48410122220864,0.552450208226219,"不显著"
0.345897526541828,0.839046069188043,"不显著"
-1.27732024893353,0.0660247867926955,"不显著"
0.364762952544587,0.103978386614472,"不显著"
0.780105663502951,0.906756060663611,"不显著"
-1.31071551220663,0.305818149354309,"不显著"
1.19820103548516,0.36930102086626,"不显著"
0.594657135125605,0.538761189440265,"不显著"
-0.690144031203081,0.967932783067226,"不显著"
-0.788455254981413,0.376249531516805,"不显著"
0.19002525922187,0.861897295340896,"不显著"
-0.709199816962613,0.627007448347285,"不显著"
0.607887536688051,0.838279665680602,"不显著"
0.333351580014585,0.803121718578041,"不显著"
-0.91633554498429,0.641115375095978,"不显著"
0.19703379997586,0.658043718198314,"不显著"
-1.32037361571791,0.953813920263201,"不显著"
