"PC1","PC2","Species"
-2.25714117564812,-0.4784238321249,"setosa"
-2.07401301519962,0.67188268702736,"setosa"
-2.35633511180618,0.340766424624569,"setosa"
-2.29170678586969,0.595399862681544,"setosa"
-2.38186270441694,-0.644675659400539,"setosa"
-2.06870060846769,-1.48420529734216,"setosa"
-2.43586844896314,-0.0474851180619343,"setosa"
-2.22539188878055,-0.222403001919441,"setosa"
-2.32684532934132,1.11160369953792,"setosa"
-2.17703490524111,0.467447568511675,"setosa"
-2.15907699169141,-1.04020586652043,"setosa"
-2.31836413068181,-0.13263399898962,"setosa"
-2.21104369651138,0.726243183014104,"setosa"
-2.62430901614356,0.958296347155325,"setosa"
-2.19139921180902,-1.85384655467596,"setosa"
-2.25466120656894,-2.6773152297366,"setosa"
-2.20021676474336,-1.47865572874822,"setosa"
-2.18303613482144,-0.487206130572491,"setosa"
-1.89223283955538,-1.40032756669724,"setosa"
-2.33554476060373,-1.12408359716535,"setosa"
-1.90793124870237,-0.407490576373024,"setosa"
-2.19964383149332,-0.921035870798149,"setosa"
-2.76508142263295,-0.456813300649985,"setosa"
-1.81259715939387,-0.0852728542835461,"setosa"
-2.21972701347505,-0.136796175435075,"setosa"
-1.9453292965767,0.623529705191237,"setosa"
-2.04430276805829,-0.241354990963108,"setosa"
-2.16133649609412,-0.525389421812539,"setosa"
-2.1324196468793,-0.312172004849263,"setosa"
-2.25769799459942,0.336604248179114,"setosa"
-2.13297646583061,0.502856075454752,"setosa"
-1.82547924518686,-0.422280388971236,"setosa"
-2.60621686662319,-1.78758727225369,"setosa"
-2.43800983169391,-2.14354679598505,"setosa"
-2.10292986441444,0.458665270064084,"setosa"
-2.20043722941984,0.205419224155595,"setosa"
-2.03831765277669,-0.659349230133028,"setosa"
-2.5188933857287,-0.590315163413794,"setosa"
-2.42152025669397,0.901161066871611,"setosa"
-2.16246624829547,-0.267981199458594,"setosa"
-2.27884081437545,-0.440240540884853,"setosa"
-1.85191835739607,2.3296107445884,"setosa"
-2.54511203326144,0.477501017242029,"setosa"
-1.95788857468867,-0.470749612673081,"setosa"
-2.12992356350138,-1.13841546420688,"setosa"
-2.06283361485803,0.708678586118922,"setosa"
-2.37677076236148,-1.11668869086624,"setosa"
-2.38638171322235,0.384957230015238,"setosa"
-2.2220026321765,-0.994627668981274,"setosa"
-2.19647503956574,-0.00918558495616538,"setosa"
1.0981024376141,-0.860091033195535,"versicolor"
0.728895557392423,-0.592629362111237,"versicolor"
1.23683580437726,-0.614239893586152,"versicolor"
0.406122510582317,1.74854619671187,"versicolor"
1.07188379008136,0.207725147460289,"versicolor"
0.387389545478408,0.591302716817182,"versicolor"
0.744037147588114,-0.770438272131435,"versicolor"
-0.485695616574381,1.84624399751416,"versicolor"
0.924803460629363,-0.0321184779984732,"versicolor"
0.0113880377498812,1.03056578377106,"versicolor"
-0.109828344816525,2.6452111149372,"versicolor"
0.439222014327709,0.063083851659566,"versicolor"
0.560231478811454,1.75883212917366,"versicolor"
0.717159338099527,0.185602819101217,"versicolor"
-0.0332433349106717,0.437537418877909,"versicolor"
0.872484287235821,-0.50736423931783,"versicolor"
0.349082210079204,0.195656267831571,"versicolor"
0.158279795491531,0.789451008029531,"versicolor"
1.22100315925959,1.61682728111498,"versicolor"
0.164367253777667,1.2982599385868,"versicolor"
0.735219594653772,-0.395247446203699,"versicolor"
0.474696912074162,0.415926887402994,"versicolor"
1.23005729116914,0.930209440537513,"versicolor"
0.630745144729911,0.41499744081119,"versicolor"
0.700315062452439,0.0632000935252879,"versicolor"
0.871354535034469,-0.249956016963885,"versicolor"
1.25231374884778,0.0769980689934505,"versicolor"
1.35386953241309,-0.330205462736721,"versicolor"
0.662580660303281,0.225173502489749,"versicolor"
-0.0401241911233272,1.05518358327439,"versicolor"
0.130358462507397,1.55705555308923,"versicolor"
0.0233743826118044,1.5672252436853,"versicolor"
0.240731799007045,0.774661195431319,"versicolor"
1.05755171211093,0.631726900780829,"versicolor"
0.223230929109033,0.286812662909877,"versicolor"
0.427706259711287,-0.842758920031796,"versicolor"
1.04522644526925,-0.520308714210876,"versicolor"
1.04104379073867,1.3783710478047,"versicolor"
0.069355972150183,0.218770433320693,"versicolor"
0.282530734014849,1.32488614708229,"versicolor"
0.278145961180111,1.11628885212115,"versicolor"
0.622484410746875,-0.024839813565089,"versicolor"
0.335406726359697,0.985103828097625,"versicolor"
-0.360974087805562,2.0124958247898,"versicolor"
0.287622676070302,0.85287311561658,"versicolor"
0.0910556108775119,0.180587142080645,"versicolor"
0.226956539987921,0.383634868447846,"versicolor"
0.574463781482267,0.154356488603594,"versicolor"
-0.446172300268022,1.53863745561893,"versicolor"
0.255873389202737,0.596852285411122,"versicolor"
1.83841002292412,-0.867515056090058,"virginica"
1.15401555362078,0.696536400516363,"virginica"
2.19790360928039,-0.560133976020063,"virginica"
1.43534213399666,0.0468307008961819,"virginica"
1.86157576812763,-0.294059697084249,"virginica"
2.74268508518824,-0.797736708755224,"virginica"
0.365792249755623,1.55628917778442,"virginica"
2.29475181232994,-0.418663019534745,"virginica"
1.99998632720977,0.709063225701762,"virginica"
2.25223216150761,-1.9145963005353,"virginica"
1.35962063642439,-0.690443404779255,"virginica"
1.59732747466913,0.420292430984474,"virginica"
1.87761053154946,-0.417849814808663,"virginica"
1.25590769146092,1.15837974138599,"virginica"
1.46274486947042,0.440794883463618,"virginica"
1.58476819655716,-0.673986886879844,"virginica"
1.46651848761418,-0.254768326848431,"virginica"
2.41822769929905,-2.54812479540878,"virginica"
3.29964147766837,-0.0177215803758506,"virginica"
1.25954707363401,1.70104671545086,"virginica"
2.03091255525826,-0.90742744316955,"virginica"
0.974715347055718,0.569855256629259,"virginica"
2.88797650048304,-0.412259950365689,"virginica"
1.3287806370817,0.480202495565158,"virginica"
1.69505530435101,-1.01053647601085,"virginica"
1.9478013897869,-1.00441271999451,"virginica"
1.17118006924396,0.315338060438006,"virginica"
1.01754169126033,-0.0641311838009078,"virginica"
1.7823787852455,0.186735632829047,"virginica"
1.85742500656318,-0.560413289172776,"virginica"
2.4278203037876,-0.258418706409729,"virginica"
2.29723178140912,-2.61755441714645,"virginica"
1.85648382607218,0.177953334381456,"virginica"
1.11042770445578,0.291944581796171,"virginica"
1.19845835457099,0.808606364209224,"virginica"
2.78942561198209,-0.853942542447134,"virginica"
1.57099293753804,-1.06501321386332,"virginica"
1.34179695884536,-0.421020154124069,"virginica"
0.921737011706326,-0.0171655941132697,"virginica"
1.8458612446819,-0.673870645014123,"virginica"
2.00808316432958,-0.611835929575559,"virginica"
1.89543420912849,-0.68727306546385,"virginica"
1.15401555362078,0.696536400516363,"virginica"
2.03374499291101,-0.864624029927367,"virginica"
1.99147546765771,-1.04566566980122,"virginica"
1.86425785551097,-0.385674037719237,"virginica"
1.55935649354476,0.893692854598664,"virginica"
1.51609145206078,-0.268170747298158,"virginica"
