"x","y","group","value","y2"
1.59082468219526,-1.32008579647399,"A组",5.95042666377249,1.58504324029076
-0.384548278195042,-0.832475997504849,"C组",9.20071073511875,0.550563096460042
1.19169599229162,-0.524388138792668,"D组",10.2470989285376,0.158045703034764
0.172421503956065,-0.0459017620292713,"B组",10.1042531892205,1.22638581842475
-0.0425516386542715,-0.923424336124795,"B组",10.9965061884171,0.898124599951673
-0.58268330727661,-1.01406209381908,"C组",8.05463628530491,-0.959228732551503
0.864680002257892,-0.79824020926716,"D组",5.34798186639077,0.998901041795514
0.332787581929245,0.20404161132067,"D组",5.09643989895241,0.874182258513521
0.914065317531173,0.144278069536367,"B组",7.83769480936338,1.50236214658641
0.972520039194019,0.842213974732916,"B组",7.65803097233581,-0.587239338800761
-0.967510586923495,-1.3900910925465,"A组",7.05292391597101,-1.03479749396362
-0.787991412463345,-0.682887144262768,"B组",10.2540444695881,-1.41684813544626
0.43750278336582,-0.793487397718619,"B组",7.99828595114207,-0.632238188058976
-1.05141466930827,-0.125599847914747,"A组",8.2160457129134,-1.30935976219913
-0.0793227507171057,-0.276873885693679,"A组",7.75086094579192,0.59814298523587
0.967353042960942,-0.164833106694475,"D组",9.85755198356545,0.629315544651141
-0.70644333550688,-0.843403217700456,"D组",8.33622538886973,0.772323947883946
1.47051937578425,0.00762080313486312,"B组",6.53838878114452,0.417497897378356
1.06437177707596,-0.251238037714945,"A组",4.43185396173731,0.834649545047519
-0.00493723832429006,-0.550992061626673,"C组",7.90447969499879,-0.871674428721373
0.534347695540788,1.08272979783145,"D组",5.26368726736665,0.879448057178279
0.222093349921331,-1.02227760927407,"D组",5.40520336290547,-0.0360472807555754
1.14473333101394,0.895015917706772,"B组",7.00779384436273,1.04222050913178
-0.560541228198031,1.39867689151048,"C组",5.26916201038709,-0.903851531072026
-0.15651551043168,-0.979638676026181,"A组",7.51575956146474,-0.935834757838888
-1.56791840688463,0.296789755568769,"B组",11.0333810696529,-1.00145717621852
1.6745982844924,1.17802841896302,"B组",7.64493995255155,0.931243364059627
0.218295186155791,0.381618378826461,"A组",7.78317157081463,0.303594737552022
-0.706832070693214,0.216677807696596,"A组",6.69128404114048,-0.234064607515547
1.71312250374967,-0.0739934744635027,"A组",8.11778417563323,0.912662521507233
0.423604250261998,-0.0714630123744563,"B组",10.4981647038085,0.368608321438942
1.53997526904908,-2.01776791312807,"B组",7.33841420500241,2.33614629713441
0.569232355713187,-0.0521233088938876,"D组",5.48754698862676,0.40533020901083
0.323899116061303,0.836414185528039,"D组",8.76735544598493,0.120656799909783
-1.49785375036782,1.80822411239517,"D组",10.9643220209553,-1.36169629854455
-1.0499603425552,-0.318222656775391,"D组",9.04571948139624,-0.406090141593891
-0.666471635306802,1.41404245396833,"A组",6.34291939033719,-0.821062216786369
-1.31536402398957,-0.789208260839203,"D组",5.82332270077683,-1.15269190296986
0.960439653605259,-0.611668422706018,"D组",5.3728984339946,0.480278358693099
-1.65119197191447,-0.0218422174176822,"A组",5.70985861235181,-1.12021139376622
1.3751691611752,1.96093878263165,"B组",9.60735002964705,0.313878804632157
1.02611325794169,-1.3035814657396,"D组",8.13696844953516,1.50095416680527
-1.54358502939843,-0.829401179895218,"A组",8.36329304845043,-0.730330066332621
-0.0573646585238468,-0.481069041884311,"C组",9.25104443092924,-1.34587058068216
-0.49345453288909,2.37694165076939,"C组",7.0657257318198,0.00545416147012079
-0.773109056169089,-0.41788835224612,"A组",5.50148144824347,-0.894390146278496
-0.0703032264068123,-0.855227029259866,"A组",5.68637832734148,0.871452309801876
