"cluster","cx","cy","x","y","expr"
"Cluster 1",-3,1.8,-3.85092421180041,1.78672413072761,1.94182662808945
"Cluster 1",-3,1.8,-2.59743871119416,2.70619815470992,0.175015504964636
"Cluster 1",-3,1.8,-2.29874356820693,1.7143015160949,0.323698825562839
"Cluster 1",-3,1.8,-3.38640361274283,1.50255802934663,1.77225381520337
"Cluster 1",-3,1.8,-2.48034145147971,1.75327963129433,1.99514386852828
"Cluster 1",-3,1.8,-3.14607313147782,1.12920941687072,0.558049236794491
"Cluster 1",-3,1.8,-3.86674193347877,1.83924463329876,0.896079071639129
"Cluster 1",-3,1.8,-3.40869695047465,1.83523942766,1.3342853204332
"Cluster 1",-3,1.8,-3.02061342071947,1.31043459977136,0.853689553759047
"Cluster 1",-3,1.8,-3.07514067347875,1.37285737349396,0.946382392052099
"Cluster 1",-3,1.8,-3.17555364529286,1.38992708556777,0.215368833512159
"Cluster 1",-3,1.8,-2.77305883265907,1.81436849230753,0.930738399243823
"Cluster 1",-3,1.8,-2.98178001899105,1.74794554194163,1.05604606533528
"Cluster 1",-3,1.8,-2.93529045912217,2.02334908181662,1.31859118142721
"Cluster 1",-3,1.8,-2.44252501774649,1.62769739433787,0.16897614894135
"Cluster 1",-3,1.8,-3.50058770979776,1.71575391040724,0.0826327927181736
"Cluster 1",-3,1.8,-2.80644098457108,1.68297158692853,1.19735967216403
"Cluster 1",-3,1.8,-1.61690945539621,1.79565877084406,0
"Cluster 1",-3,1.8,-2.56164856133206,1.36726376117327,0.973368481300423
"Cluster 1",-3,1.8,-2.96809043035829,1.90032782930329,0.8542218969108
"Cluster 1",-3,1.8,-2.91244000584844,2.11488204314474,1.82702302058998
"Cluster 1",-3,1.8,-2.67029140532729,1.64832036547192,0.140240193185808
"Cluster 1",-3,1.8,-3.31598817200232,1.94628235110657,0
"Cluster 1",-3,1.8,-2.8360559010197,1.56797067430813,0
"Cluster 1",-3,1.8,-2.99788931399526,2.52918362279166,0
"Cluster 1",-3,1.8,-2.51504053198962,1.23706116020854,0.543797003418983
"Cluster 1",-3,1.8,-2.29784532591466,1.38500085487675,1.53530394208557
"Cluster 1",-3,1.8,-3.44407368594576,1.26061596869797,1.96776844858683
"Cluster 1",-3,1.8,-2.73341197207092,1.92718642349772,0
"Cluster 1",-3,1.8,-2.94413618551554,1.93808714965929,1.09025593965041
"Cluster 1",-3,1.8,-2.82435793180406,1.77814231956844,1.39452851838618
"Cluster 1",-3,1.8,-3.23518244560179,1.94998743688774,2.16973006061026
"Cluster 1",-3,1.8,-1.68433727773416,1.41916307198349,0
"Cluster 1",-3,1.8,-2.47316491598568,2.31305418143819,2.73224058006628
"Cluster 1",-3,1.8,-3.39132574358775,0.752083351021681,0.90571022793385
"Cluster 1",-3,1.8,-3.20235793304528,1.41739206872508,0
"Cluster 1",-3,1.8,-2.5650838361503,2.87133840777616,1.55224180410789
"Cluster 1",-3,1.8,-3.41226407096022,1.70310358529693,0.624227576287837
"Cluster 1",-3,1.8,-3.21426866189186,1.65247306859656,0.883313366082555
"Cluster 1",-3,1.8,-3.00290375509111,1.90007994947403,0.101159396540536
"Cluster 1",-3,1.8,-3.16858910024007,1.26760747319351,2.02766807125199
"Cluster 1",-3,1.8,-2.99085921428374,1.82436786318001,0
"Cluster 1",-3,1.8,-2.76004436729187,1.90234883689766,0.0491487886912813
"Cluster 1",-3,1.8,-3.80940813273454,1.43966273504604,0.849217020922199
"Cluster 1",-3,1.8,-2.8317619624533,1.91171237642439,1.05227381724429
"Cluster 1",-3,1.8,-3.62062954992957,1.61752033458987,1.08988133315673
"Cluster 1",-3,1.8,-2.76476735036602,1.81333390466369,0.336132431899446
"Cluster 1",-3,1.8,-2.79999371669465,1.56093168087925,1.90675026409473
"Cluster 1",-3,1.8,-2.75657787243013,2.11507394100198,1.69580938704141
"Cluster 1",-3,1.8,-2.7618853774214,1.27233341964995,0.649903448904641
"Cluster 1",-3,1.8,-2.93983536161923,1.60030069817206,2.4369552335839
"Cluster 1",-3,1.8,-2.86800561354168,2.1587263760239,0.277648660086388
"Cluster 1",-3,1.8,-3.30758373855018,2.09429854436591,1.3662627061795
"Cluster 1",-3,1.8,-2.64843513627084,2.03122824116652,1.34427864252085
"Cluster 1",-3,1.8,-2.77675323208906,2.10131014298305,1.19012019554081
"Cluster 1",-3,1.8,-3.49097368254953,1.71059346967911,0.272979838877278
"Cluster 1",-3,1.8,-2.95788770943409,1.85127396052361,1.23614593276341
"Cluster 1",-3,1.8,-2.99553775682094,2.12132505398914,1.62683713545916
"Cluster 1",-3,1.8,-2.80651473557355,2.37542198580935,1.09883892991581
"Cluster 1",-3,1.8,-3.19194533729369,2.0910216263267,1.0248966161593
"Cluster 1",-3,1.8,-3.459841081551,1.91950237768896,0
"Cluster 1",-3,1.8,-3.03033223336277,1.74450665220998,0.035621699836814
"Cluster 1",-3,1.8,-3.19483096041454,1.85726635817747,1.10032733036066
"Cluster 1",-3,1.8,-2.7089503306713,1.045455151267,0.709458370370014
"Cluster 1",-3,1.8,-2.27533460899878,1.30916430801551,1.88193512579695
"Cluster 1",-3,1.8,-3.10785103032854,1.3941176977492,0.433080731375794
"Cluster 1",-3,1.8,-3.00664597302226,1.39149423598818,1.00155681636694
"Cluster 1",-3,1.8,-3.51160471407266,2.01884130460424,0
"Cluster 1",-3,1.8,-3.15247074662425,2.27444840984348,0.700571242147648
"Cluster 1",-3,1.8,-2.48666374722669,1.61567483320487,0.102852791012659
"Cluster 1",-3,1.8,-2.65170796771169,2.12314306823381,0
"Cluster 1",-3,1.8,-3.0931815497176,1.18375752768951,0.922292375458793
"Cluster 1",-3,1.8,-3.12475229416182,1.85469097878686,0.149604610425817
"Cluster 1",-3,1.8,-3.1027942409359,1.46117759315955,1.12364838539674
"Cluster 1",-3,1.8,-2.92807817228129,2.19739926055567,1.74120308025022
"Cluster 1",-3,1.8,-2.43386280198862,1.67712867563322,0.974318161138171
"Cluster 1",-3,1.8,-2.8762346268641,1.63910691522906,0
"Cluster 1",-3,1.8,-2.41929810133934,0.945733263748276,0
"Cluster 1",-3,1.8,-2.9218772955008,1.91673451525447,0
"Cluster 1",-3,1.8,-3.22185138126207,1.95821781153413,0
"Cluster 1",-3,1.8,-3.21017945870927,1.23840538322881,1.49641321374769
"Cluster 1",-3,1.8,-2.54225125657813,2.30117127343839,0
"Cluster 1",-3,1.8,-2.25662932702452,2.03091794263328,1.15246436661086
"Cluster 1",-3,1.8,-3.01225600595244,1.41532823633086,1.24160997884217
"Cluster 1",-3,1.8,-2.80463230218916,1.82653075692176,0.0429319922734426
"Cluster 1",-3,1.8,-3.23697610324136,1.95136299220774,0.932476634063096
"Cluster 1",-3,1.8,-2.52114592881887,1.01223278285733,0.375947955958894
"Cluster 1",-3,1.8,-3.06855328534652,2.19803353045328,0.908353282212262
"Cluster 1",-3,1.8,-3.71977232280395,2.12438407934882,0.175762241822961
"Cluster 1",-3,1.8,-2.98937477711771,1.65512112086052,0
"Cluster 1",-3,1.8,-2.86244212052625,1.6636960642853,1.5838513969169
"Cluster 1",-3,1.8,-3.39284413666977,1.6705078012094,1.06224735689948
"Cluster 1",-3,1.8,-3.30904349635934,1.83143077020275,0.22419511975522
"Cluster 1",-3,1.8,-3.04348997915033,1.42182175185248,0.832057352925981
"Cluster 1",-3,1.8,-2.10652881465409,2.23714898981907,0.597081580938172
"Cluster 1",-3,1.8,-2.55605768309883,1.79496686868086,0.91977129010597
"Cluster 1",-3,1.8,-2.89589348431194,2.03155983274459,1.01228885501168
"Cluster 1",-3,1.8,-3.09824074643305,1.86232248988822,0
"Cluster 1",-3,1.8,-2.47937802424586,0.590191971180651,0.185450132067785
"Cluster 1",-3,1.8,-2.7011582435109,1.82036414400769,0.17098059020605
"Cluster 1",-3,1.8,-2.75903747901385,1.98549688050874,0
"Cluster 1",-3,1.8,-2.94911344424984,2.12471710851149,0.246230222818551
"Cluster 1",-3,1.8,-3.31507628195882,2.36348929237711,0.890783298344881
"Cluster 1",-3,1.8,-2.94702206563288,1.71628866388073,0.818978203212923
"Cluster 1",-3,1.8,-2.29421974056793,2.08648824032953,0.651857577811439
"Cluster 1",-3,1.8,-2.42639043910762,1.20373169309049,0
"Cluster 1",-3,1.8,-3.5868138274525,1.65056561289231,0.958808828995398
"Cluster 2",-1,-2.1,-1.1094599459957,-2.79525291724826,2.49833415564874
"Cluster 2",-1,-2.1,-1.84446294257702,-1.84169117329116,2.97747142345995
"Cluster 2",-1,-2.1,-0.37588578375244,-2.66672829813974,2.19868558697695
"Cluster 2",-1,-2.1,-0.571600571200931,-1.76395862391217,1.88712023148217
"Cluster 2",-1,-2.1,-1.31602389187969,-3.24695720559838,1.35622900270852
"Cluster 2",-1,-2.1,-1.33423168751536,-2.11267296922122,1.96057096917473
"Cluster 2",-1,-2.1,-1.29416808599261,-2.45659087318732,3.1592787445814
"Cluster 2",-1,-2.1,-0.58980173019853,-2.7125925849904,1.26236743568948
"Cluster 2",-1,-2.1,-1.13574639633621,-2.67079200905508,1.64451115640622
"Cluster 2",-1,-2.1,-1.63399873624314,-2.60782706307285,2.96481926606186
"Cluster 2",-1,-2.1,-0.762339067599817,-1.32490821499172,3.24316337515643
"Cluster 2",-1,-2.1,-1.3405396116444,-2.04846126400859,1.37959367631555
"Cluster 2",-1,-2.1,-1.65109864902886,-2.04979549574963,3.02855421626732
"Cluster 2",-1,-2.1,-1.03997408657826,-1.42095738416848,3.77008192287746
"Cluster 2",-1,-2.1,-0.903377054947433,-2.68805913462209,2.49238653942931
"Cluster 2",-1,-2.1,-0.621380328705878,-2.24652409451874,2.16065044115487
"Cluster 2",-1,-2.1,-1.12423446388161,-2.21309579378801,3.15638544437217
"Cluster 2",-1,-2.1,-0.957903653723167,-2.22100890240801,1.44477424831959
"Cluster 2",-1,-2.1,-0.549573663992128,-1.35974960121754,3.56973370838276
"Cluster 2",-1,-2.1,-1.23146381075055,-1.9334551724445,2.63958473997668
"Cluster 2",-1,-2.1,-0.97296278349664,-2.0115627709083,1.98757664263341
"Cluster 2",-1,-2.1,-1.21740143235542,-1.69533237317874,4.44615409960769
"Cluster 2",-1,-2.1,-1.11560252376733,-1.96625061687391,2.36633417304332
"Cluster 2",-1,-2.1,-1.06702780304253,-2.5832032092016,1.65652657441057
"Cluster 2",-1,-2.1,-1.45468823184376,-2.60179706074114,3.68503147682888
"Cluster 2",-1,-2.1,-1.45510982750221,-2.34456722389019,1.27338718731674
"Cluster 2",-1,-2.1,-1.30419096711954,-1.95120323764217,1.19019818515966
"Cluster 2",-1,-2.1,-1.42019350394938,-1.68869024359944,2.99960328244282
"Cluster 2",-1,-2.1,-0.844175956148844,-1.81119821790064,3.67067483541854
"Cluster 2",-1,-2.1,-2.12485393577078,-2.35052441017688,3.54209356757453
"Cluster 2",-1,-2.1,-1.4923023991994,-2.24017668861115,2.66245951155103
"Cluster 2",-1,-2.1,-0.706021742895883,-1.72927543988116,2.19975414927397
"Cluster 2",-1,-2.1,-2.00133836882783,-2.03723158573187,2.37795585577356
"Cluster 2",-1,-2.1,-1.27473413438708,-2.01737443711425,3.37036730006752
"Cluster 2",-1,-2.1,-1.19338390162486,-2.11027101694251,3.54951099682485
"Cluster 2",-1,-2.1,-1.0114097381993,-2.31026956743206,2.09954758247645
"Cluster 2",-1,-2.1,-1.33877660455535,-2.09722690311819,1.93305069318787
"Cluster 2",-1,-2.1,-1.11284096916606,-1.97996976831475,2.34830238732721
"Cluster 2",-1,-2.1,-0.881077797418128,-1.98592262024026,2.62293967407746
"Cluster 2",-1,-2.1,-0.688261618104649,-1.94326217236424,1.76833716970456
"Cluster 2",-1,-2.1,-0.721334902657937,-1.98360107406381,2.57443566511105
"Cluster 2",-1,-2.1,-1.10596489181466,-2.05592126476897,3.68917512343082
