"from","to","weight","x","y","xend","yend"
"N7","N6",0.329744061734527,-0.809016994374948,-0.587785252292473,-1,1.22460635382238e-16
"N7","N3",0.206979665253311,-0.809016994374948,-0.587785252292473,0.309016994374947,0.951056516295154
"N7","N8",1.72070764461532,-0.809016994374948,-0.587785252292473,-0.309016994374948,-0.951056516295154
"N6","N5",0.87149941297248,-1,1.22460635382238e-16,-0.809016994374947,0.587785252292473
"N9","N5",0.743296618526802,0.309016994374947,-0.951056516295154,-0.809016994374947,0.587785252292473
"N8","N7",0.829780259355903,-0.309016994374948,-0.951056516295154,-0.809016994374948,-0.587785252292473
"N9","N6",0.477669129846618,0.309016994374947,-0.951056516295154,-1,1.22460635382238e-16
"N4","N3",0.504047657223418,-0.309016994374947,0.951056516295154,0.309016994374947,0.951056516295154
"N10","N8",0.805068582808599,0.809016994374947,-0.587785252292473,-0.309016994374948,-0.951056516295154
"N3","N7",0.753446523239836,0.309016994374947,0.951056516295154,-0.809016994374948,-0.587785252292473
"N6","N5",0.672601298987865,-1,1.22460635382238e-16,-0.809016994374947,0.587785252292473
"N3","N6",1.46553013571538,0.309016994374947,0.951056516295154,-1,1.22460635382238e-16
"N6","N5",1.64321193741634,-1,1.22460635382238e-16,-0.809016994374947,0.587785252292473
"N10","N4",1.09759373161942,0.809016994374947,-0.587785252292473,-0.309016994374947,0.951056516295154
