"cluster","cx","cy","x","y","expr"
"Cluster 1",-3,1.8,-3.07359040091355,2.24560316467098,2.53966324573203
"Cluster 1",-3,1.8,-2.31906081896006,1.98374985461023,1.12461803698423
"Cluster 1",-3,1.8,-2.71920512354469,1.59349565918339,0.575669760935316
"Cluster 1",-3,1.8,-3.19716430901649,1.95456579531525,1.53787471302141
"Cluster 1",-3,1.8,-3.05201333917115,1.48039120342104,1.07825767328462
"Cluster 1",-3,1.8,-2.89237458064293,2.01545995751733,0
"Cluster 1",-3,1.8,-3.90331782128526,1.55281202160902,1.20668142036244
"Cluster 1",-3,1.8,-2.77718915469654,2.88585798613176,0
"Cluster 1",-3,1.8,-2.31191371078079,2.13109747485391,1.06474584706483
"Cluster 1",-3,1.8,-3.19598699238387,2.26108876494744,1.81871831836181
"Cluster 1",-3,1.8,-3.04497436067314,1.74946077729829,1.64069642090499
"Cluster 1",-3,1.8,-3.29241581462475,1.42186042523678,0.703814646340296
"Cluster 1",-3,1.8,-3.06173661043258,1.78124180226477,1.24862977080054
"Cluster 1",-3,1.8,-2.63405646643918,1.88366798428639,1.35123779551522
"Cluster 1",-3,1.8,-2.73699852229151,2.30115177232526,0.707358410615333
"Cluster 1",-3,1.8,-3.04339158355301,2.08765818009607,1.21651427445709
"Cluster 1",-3,1.8,-2.58139147201009,1.27678516071254,0
"Cluster 1",-3,1.8,-2.83237390064001,1.85489249833715,0.636344605474396
"Cluster 1",-3,1.8,-2.78530219341734,2.21435284141293,1.09351552036918
"Cluster 1",-3,1.8,-3.00863257117527,0.995982315172198,0.152532461866955
"Cluster 1",-3,1.8,-3.04497627055181,1.88620140947356,1.52689206891159
"Cluster 1",-3,1.8,-2.83272336664708,2.16152111161908,0.245500630546423
"Cluster 1",-3,1.8,-3.28052038570069,2.39577842692346,1.46362290457778
"Cluster 1",-3,1.8,-2.68928712488299,1.52839192591856,1.85017897521511
"Cluster 1",-3,1.8,-2.50431786223662,1.57635845772281,0.481944672396687
"Cluster 1",-3,1.8,-2.98986932304889,1.88734907595168,1.8484777142758
"Cluster 1",-3,1.8,-2.68494834499188,1.40974664580207,1.30663097972557
"Cluster 1",-3,1.8,-3.1079687287118,1.21568009200951,1.09575641290653
"Cluster 1",-3,1.8,-2.76225392318497,1.85500751937038,0.863062513353376
"Cluster 1",-3,1.8,-2.75040884051156,1.69742525245854,0.730478779483763
"Cluster 1",-3,1.8,-2.81951573029667,1.83738409500962,0.90378062231446
"Cluster 1",-3,1.8,-3.33412516082207,1.57935125250432,0.0352579807319089
"Cluster 1",-3,1.8,-2.69494440877301,1.78960623239561,1.65994309810063
"Cluster 1",-3,1.8,-3.12047565764455,1.62904801000259,1.33469013510342
"Cluster 1",-3,1.8,-3.78091873567108,1.53842217708506,1.67762849855197
"Cluster 1",-3,1.8,-2.77211489652981,1.56760997846739,2.04696709382106
"Cluster 1",-3,1.8,-3.10300426285427,1.83131302212389,0.0692743884361288
"Cluster 1",-3,1.8,-3.07327792468628,1.88895839148502,0
"Cluster 1",-3,1.8,-3.0060608217891,1.61418375525741,0.404862591765883
"Cluster 1",-3,1.8,-3.16567589039079,1.36553994903643,0.241066738366088
"Cluster 1",-3,1.8,-2.64792459456505,1.90024726098554,1.02657315669533
"Cluster 1",-3,1.8,-1.82441312158223,1.50812684465235,0.612224426771691
"Cluster 1",-3,1.8,-2.89773075185984,1.80080086711273,2.00728537565417
"Cluster 1",-3,1.8,-2.85984387668667,2.17816463220848,0
"Cluster 1",-3,1.8,-3.15978483461407,2.34051706247316,1.05542396780489
"Cluster 1",-3,1.8,-3.642958361094,1.93401970292374,0.848002732915034
"Cluster 1",-3,1.8,-2.71376679078446,1.35284485790538,0
"Cluster 1",-3,1.8,-2.67220952981922,1.84413143831526,0.198101082180117
"Cluster 1",-3,1.8,-2.5376417224169,2.50034064612926,1.11645572486718
"Cluster 1",-3,1.8,-3.6476781992809,2.01800778203105,0.355724520388735
"Cluster 1",-3,1.8,-2.59547747604631,1.83076426021375,0
"Cluster 1",-3,1.8,-3.0978952152676,1.36410738332814,1.73319207191768
"Cluster 1",-3,1.8,-2.16351775220445,1.67987704359992,0.0333945663397318
"Cluster 1",-3,1.8,-3.152546729702,2.25014336149502,1.37060262891326
"Cluster 1",-3,1.8,-2.80057437745052,2.1356693795556,0
"Cluster 1",-3,1.8,-3.47200473116,1.4984186790702,0.186947643233082
"Cluster 1",-3,1.8,-3.67682126715774,1.58150597404447,0.1525282212972
"Cluster 1",-3,1.8,-2.75055685752897,2.40741313814642,1.43390829052889
"Cluster 1",-3,1.8,-3.01717433239176,2.17388893356293,0.350967090030113
"Cluster 1",-3,1.8,-2.94603767947334,1.49792750823537,1.56251806282288
"Cluster 1",-3,1.8,-2.99615187200671,1.72133919911217,1.18112431325734
"Cluster 1",-3,1.8,-3.02618142647793,1.44560179070266,0
"Cluster 1",-3,1.8,-3.74466992410084,2.56882941549241,0.980533217651645
"Cluster 1",-3,1.8,-3.64789672307839,2.31681819808074,1.65484474220973
"Cluster 1",-3,1.8,-2.8268642817645,1.41640292837107,2.40774238745206
"Cluster 1",-3,1.8,-3.54554507269423,1.71000476440483,0
"Cluster 1",-3,1.8,-3.16764689476053,1.48634324249433,0.252209962652537
"Cluster 1",-3,1.8,-2.98812595274619,1.36007878544457,0
"Cluster 1",-3,1.8,-3.07813754997769,1.568526087878,1.52772731462753
"Cluster 1",-3,1.8,-2.6368662475628,1.31217531750797,1.5872178426223
"Cluster 1",-3,1.8,-3.39830216644945,1.28259629720324,0
"Cluster 1",-3,1.8,-3.11133472940982,2.6244278336751,0.0701469445280856
"Cluster 1",-3,1.8,-2.81490195272343,1.77317204679938,0.967828008576858
"Cluster 1",-3,1.8,-3.22997489878058,2.03437620973149,0
"Cluster 1",-3,1.8,-2.54429256143386,1.3835364251903,0.699678378322722
"Cluster 1",-3,1.8,-3.4799627052133,2.42620142640683,1.7145622756869
"Cluster 1",-3,1.8,-2.65270341209884,2.14519122174664,0.151664317765009
"Cluster 1",-3,1.8,-3.19165426768126,2.55868581411633,1.54166962100216
"Cluster 1",-3,1.8,-3.00017825369991,1.36207213306989,0
"Cluster 1",-3,1.8,-3.57300323147239,2.30559371787566,0.201541224374689
"Cluster 1",-3,1.8,-3.7202066456324,1.68886380830104,0
"Cluster 1",-3,1.8,-3.11717743797771,2.46375671287093,0.354366657506041
"Cluster 1",-3,1.8,-2.95234844206393,2.06080759305212,1.48208332444061
"Cluster 1",-3,1.8,-2.72780038152226,2.25201156805015,0.607006261024016
"Cluster 1",-3,1.8,-3.04071736042863,1.50703339498276,1.89692457678161
"Cluster 1",-3,1.8,-3.213255568402,1.89000377110571,0
"Cluster 1",-3,1.8,-2.38531897808511,1.34600659817772,0.802858616123573
"Cluster 1",-3,1.8,-2.61645739108448,1.79999760247468,1.32574505127158
"Cluster 1",-3,1.8,-2.48735432684981,2.02698953454084,0.138848267439488
"Cluster 1",-3,1.8,-3.53691721906893,2.4382602429648,1.23825488567614
"Cluster 1",-3,1.8,-2.76898616398238,1.93967506595725,1.40719839247329
"Cluster 1",-3,1.8,-2.85670861851646,1.77715880682384,1.57445515762009
"Cluster 1",-3,1.8,-3.48224597441621,1.92919296697097,0.524106164080395
"Cluster 1",-3,1.8,-3.48053742680112,2.36612249731736,2.10072273182375
"Cluster 1",-3,1.8,-3.15196767604634,1.54650727847527,1.03599604754523
"Cluster 2",-1,-2.1,-0.747344466316716,-2.72115465617357,1.8006936764714
"Cluster 2",-1,-2.1,-0.0529613968713812,-2.1338067385637,3.34086349291138
"Cluster 2",-1,-2.1,-0.156111394607616,-2.07239831112313,2.35419274528373
"Cluster 2",-1,-2.1,-0.651265343697139,-1.53515011715283,2.7947213004169
"Cluster 2",-1,-2.1,-0.0586820360225777,-2.10696755262063,2.16526499135445
"Cluster 2",-1,-2.1,-1.58974544924586,-1.37187017986555,2.29593792444448
"Cluster 2",-1,-2.1,-0.996848937152651,-1.97971973058767,2.67292155147926
"Cluster 2",-1,-2.1,-0.173310205570065,-1.59791701185536,2.67366470306936
"Cluster 2",-1,-2.1,-0.770980343636904,-1.73879880287149,1.56017087513532
"Cluster 2",-1,-2.1,-1.45302314833072,-2.05060716057527,3.51345868288869
"Cluster 2",-1,-2.1,-1.30217157909616,-1.704989381483,3.11461553984607
"Cluster 2",-1,-2.1,-1.03844602391769,-0.875847594919201,2.49651770790387
"Cluster 2",-1,-2.1,-1.05943974511177,-3.08432653129477,2.95371903073704
"Cluster 2",-1,-2.1,-1.13137070864438,-2.40008413805028,2.87465220795367
"Cluster 2",-1,-2.1,-1.52069781074063,-3.01460020129502,2.95492390191153
"Cluster 2",-1,-2.1,-1.3306006266079,-2.14258005863102,3.61878102302457
"Cluster 2",-1,-2.1,-0.564089088303475,-1.8317738733442,2.45249363051374
"Cluster 2",-1,-2.1,-1.5006822141831,-2.20918316961637,3.04761889798375
"Cluster 2",-1,-2.1,-1.08356939386968,-3.15567198113064,1.30583042019369
"Cluster 2",-1,-2.1,-1.58934981878548,-2.63793885742675,2.01749132800971
"Cluster 2",-1,-2.1,-0.751313371909145,-2.77005258868728,2.51527343690478
"Cluster 2",-1,-2.1,-0.694844770908069,-2.04811863446416,1.71488371698839
"Cluster 2",-1,-2.1,-0.50197421238638,-1.86124616483598,2.47182889072727
"Cluster 2",-1,-2.1,-0.653730217282003,-1.79460987779365,1.57901515640285
"Cluster 2",-1,-2.1,-1.25225924636395,-2.36826443604625,3.24624443066525
"Cluster 2",-1,-2.1,-0.795650754465722,-1.872468363346,3.5620702185166
"Cluster 2",-1,-2.1,-1.08401979324094,-2.94902149852776,2.30150774197992
