"cluster","cx","cy","x","y","expr"
"Cluster 1",-3,1.8,-3.15095279946374,1.14212463887697,0.905516027372029
"Cluster 1",-3,1.8,-3.56661873356029,1.97029586095475,0.400409054702125
"Cluster 1",-3,1.8,-2.86595193778297,1.29077122131812,1.88683843654705
"Cluster 1",-3,1.8,-2.03022714236607,2.54511845083675,1.48271573882792
"Cluster 1",-3,1.8,-3.16016428428679,1.89110677025755,1.33232009367397
"Cluster 1",-3,1.8,-2.95960776726485,2.64905773503735,1.39553665513547
"Cluster 1",-3,1.8,-3.05160597290666,1.41605275953969,0.00239111639078904
"Cluster 1",-3,1.8,-3.0582370421515,1.70463195673161,0
"Cluster 1",-3,1.8,-3.20264858011168,1.52856873455513,0.77948588909449
"Cluster 1",-3,1.8,-2.27935976043157,1.25984606216736,0
"Cluster 1",-3,1.8,-3.21446143288216,1.57486265569755,1.36976344597078
"Cluster 1",-3,1.8,-3.05303271816047,1.03138410261008,0
"Cluster 1",-3,1.8,-2.92869396008078,1.61634015249409,0.508974766989496
"Cluster 1",-3,1.8,-3.95313783961298,1.48175701479845,0.300871183060904
"Cluster 1",-3,1.8,-2.75072623404044,1.89475896568216,0.803420113255189
"Cluster 1",-3,1.8,-2.76124857960425,1.4994692432763,0.221231181567211
"Cluster 1",-3,1.8,-3.22028886728414,2.01960856469478,2.30295420940223
"Cluster 1",-3,1.8,-3.53212089487211,1.66979810068236,1.37635930144556
"Cluster 1",-3,1.8,-2.49103799830466,1.63998804652523,0.348461859147306
"Cluster 1",-3,1.8,-2.97311805879085,1.0141943398626,0
"Cluster 1",-3,1.8,-3.05633731469089,1.94805498548547,1.44943727562852
"Cluster 1",-3,1.8,-2.86232022481341,1.97796693435177,2.27421514916503
"Cluster 1",-3,1.8,-3.27518456348893,1.47497090337242,1.76961700937705
"Cluster 1",-3,1.8,-3.39754625010666,1.7700625012002,1.02593081769325
"Cluster 1",-3,1.8,-3.35764655718122,1.54655772316355,0.503500320824017
"Cluster 1",-3,1.8,-3.42561598642209,1.89778681906056,1.05643869792428
"Cluster 1",-3,1.8,-3.03804862016184,1.78224413370115,0.788185580880133
"Cluster 1",-3,1.8,-3.90461256983642,2.18760747029598,1.17358377157234
"Cluster 1",-3,1.8,-3.44206882438376,2.34567929318481,1.50576764508053
"Cluster 1",-3,1.8,-3.23663265661219,1.30143053340284,0.951573804627089
"Cluster 1",-3,1.8,-3.39821274795559,1.3860399337702,0.753272293783692
"Cluster 1",-3,1.8,-2.60321325726147,2.50678294372948,1.23692379314543
"Cluster 1",-3,1.8,-2.8655629138599,1.62307377810477,2.2570915102947
"Cluster 1",-3,1.8,-3.46204828715699,2.78060824572222,0.568457588566279
"Cluster 1",-3,1.8,-3.69863973170453,1.92243194281791,0.132084956328947
"Cluster 1",-3,1.8,-2.93978042035935,2.16382725247403,1.77623710369139
"Cluster 1",-3,1.8,-3.09969656213039,2.68868779499535,0.197825964563431
"Cluster 1",-3,1.8,-2.41898034230315,1.34655609549066,0.672344660380067
"Cluster 1",-3,1.8,-3.41724329038588,1.93956559017272,0.89808405342219
"Cluster 1",-3,1.8,-3.38021106167365,2.03231513797794,0
"Cluster 1",-3,1.8,-3.30355253739139,1.68521209302183,0
"Cluster 1",-3,1.8,-3.56909315605403,1.16932902344676,1.52215549001557
"Cluster 1",-3,1.8,-3.17982461677755,1.3143080038672,1.6449289150584
"Cluster 1",-3,1.8,-3.2024910790658,1.17482680033058,0
"Cluster 1",-3,1.8,-3.03730159027339,1.86996260715052,0
"Cluster 1",-3,1.8,-2.64713989995228,1.91338899619235,0.606953625211197
"Cluster 1",-3,1.8,-2.52251264577591,2.28874352920628,0
"Cluster 1",-3,1.8,-3.18766281885739,0.791908588829759,1.30476143811676
"Cluster 1",-3,1.8,-2.69793123041001,2.82157198049882,0.243382562271337
"Cluster 1",-3,1.8,-2.30399710683935,2.09703305351075,1.72238172424985
"Cluster 1",-3,1.8,-3.17633758054621,2.30687806662112,0.930283195006461
"Cluster 1",-3,1.8,-2.83076384469902,1.39859266540887,0
"Cluster 1",-3,1.8,-3.15028235269701,1.87837297558905,0.931768232012921
"Cluster 1",-3,1.8,-2.70461922068798,1.6907754593455,0.862225576215745
"Cluster 1",-3,1.8,-3.1896222195773,1.66218044104112,0.483800565103107
"Cluster 1",-3,1.8,-2.98983535114063,1.55375217581725,0.444244377029209
"Cluster 1",-3,1.8,-2.77649731382774,2.92127019090943,1.45140276657424
"Cluster 1",-3,1.8,-3.13877407850551,2.00937702289298,0.914428642922644
"Cluster 1",-3,1.8,-3.1984321627279,2.35731899539091,1.10067165462625
"Cluster 1",-3,1.8,-2.93082480519998,1.51035056469181,0.725076128183373
"Cluster 1",-3,1.8,-3.52105941888144,1.43392287881379,1.13000000935455
"Cluster 1",-3,1.8,-2.82183476810114,1.70914531018999,0
"Cluster 1",-3,1.8,-2.8643496224173,1.61669910330837,0
"Cluster 1",-3,1.8,-2.92333552062066,1.34137536956857,0.630327443706192
"Cluster 1",-3,1.8,-3.08817920566236,2.24151638176442,0.0948665396453708
"Cluster 1",-3,1.8,-2.43137039929288,2.17791164391451,0.763226579816747
"Cluster 1",-3,1.8,-3.20702754247483,1.2213376665316,0.120302761179624
"Cluster 1",-3,1.8,-3.89187353819456,2.0980865324502,0
"Cluster 1",-3,1.8,-3.20274385838432,1.42955850763986,0.918945643881165
"Cluster 1",-3,1.8,-3.29761404156602,1.53855819391143,3.01280001606085
"Cluster 1",-3,1.8,-2.37904208956562,2.52962511573911,1.77845716137294
"Cluster 1",-3,1.8,-2.9542374739286,1.87790608356299,1.31204739839169
"Cluster 1",-3,1.8,-2.37267497129979,1.58275202442697,0.611018156213912
"Cluster 1",-3,1.8,-3.27115109668508,1.96381100876258,0.727987396840041
"Cluster 1",-3,1.8,-3.19845398369747,2.56748620226161,1.48125447541871
"Cluster 1",-3,1.8,-2.62736716305266,1.78655242641121,0.551149585021232
"Cluster 1",-3,1.8,-3.30502101655246,1.29375911269081,0.494115281064916
"Cluster 1",-3,1.8,-3.00676007741299,1.52000774509458,0.849684560528217
"Cluster 1",-3,1.8,-3.13882619691475,2.00099318553023,0.828111357787724
"Cluster 1",-3,1.8,-3.29667350102811,1.16402696130309,1.56783859851402
"Cluster 1",-3,1.8,-3.23550948266944,2.15798722967499,0
"Cluster 1",-3,1.8,-3.29033887088056,1.44736556661431,0.547971335570167
"Cluster 1",-3,1.8,-3.29442796902609,1.98088515590907,1.05911999108979
"Cluster 1",-3,1.8,-2.59063555078357,1.4766429514886,0.0363763118893203
"Cluster 1",-3,1.8,-3.77955706808766,1.64155689980979,1.55536011540676
"Cluster 1",-3,1.8,-3.23701173384854,1.86432797307266,1.57498484153303
"Cluster 1",-3,1.8,-3.59615414232997,2.13883523282464,0.774741345012017
"Cluster 1",-3,1.8,-3.26934788819466,2.57206945550325,2.51243561906985
"Cluster 1",-3,1.8,-3.64281622035934,1.82620278046629,1.41745726929822
"Cluster 1",-3,1.8,-2.12377493457931,2.00664841124587,0.428501199406403
"Cluster 1",-3,1.8,-3.2361805100857,1.68373624720125,0
"Cluster 1",-3,1.8,-3.03839584814303,1.11202374868469,1.67330871787734
