"gene","mutationType","mutation_records","total_records","fraction"
"FLT3","In_Frame_Ins",210,305,0.688524590163934
"FLT3","Missense_Mutation",86,305,0.281967213114754
"FLT3","In_Frame_Del",9,305,0.0295081967213115
"NPM1","Frame_Shift_Ins",233,234,0.995726495726496
"NPM1","Missense_Mutation",1,234,0.00427350427350427
"DNMT3A","Missense_Mutation",153,211,0.725118483412322
"DNMT3A","Frame_Shift_Del",20,211,0.0947867298578199
"DNMT3A","Nonsense_Mutation",18,211,0.0853080568720379
"DNMT3A","Splice_Site",14,211,0.0663507109004739
"DNMT3A","Frame_Shift_Ins",5,211,0.023696682464455
"DNMT3A","In_Frame_Del",1,211,0.004739336492891
"TET2","Nonsense_Mutation",53,161,0.329192546583851
"TET2","Frame_Shift_Del",51,161,0.316770186335404
"TET2","Missense_Mutation",25,161,0.15527950310559
"TET2","Frame_Shift_Ins",20,161,0.124223602484472
"TET2","Splice_Site",9,161,0.0559006211180124
"TET2","In_Frame_Del",3,161,0.0186335403726708
"RUNX1","Frame_Shift_Ins",35,125,0.28
"RUNX1","Missense_Mutation",35,125,0.28
"RUNX1","Nonsense_Mutation",33,125,0.264
"RUNX1","Frame_Shift_Del",15,125,0.12
"RUNX1","Splice_Site",7,125,0.056
"NRAS","Missense_Mutation",120,120,1
"IDH2","Missense_Mutation",112,112,1
"TP53","Missense_Mutation",69,100,0.69
"TP53","Splice_Site",13,100,0.13
"TP53","Frame_Shift_Del",8,100,0.08
"TP53","Frame_Shift_Ins",5,100,0.05
"TP53","Nonsense_Mutation",5,100,0.05
"WT1","Frame_Shift_Ins",48,97,0.494845360824742
"WT1","Nonsense_Mutation",16,97,0.164948453608247
"WT1","Frame_Shift_Del",14,97,0.144329896907216
"WT1","Splice_Site",12,97,0.123711340206186
"WT1","Missense_Mutation",7,97,0.0721649484536082
"IDH1","Missense_Mutation",71,71,1
"STAG2","Nonsense_Mutation",22,62,0.354838709677419
"STAG2","Splice_Site",13,62,0.209677419354839
"STAG2","Frame_Shift_Ins",11,62,0.17741935483871
"STAG2","Frame_Shift_Del",10,62,0.161290322580645
"STAG2","Missense_Mutation",6,62,0.0967741935483871
"CEBPA","Frame_Shift_Ins",20,61,0.327868852459016
"CEBPA","Frame_Shift_Del",18,61,0.295081967213115
"CEBPA","In_Frame_Ins",8,61,0.131147540983607
"CEBPA","Nonsense_Mutation",8,61,0.131147540983607
"CEBPA","Missense_Mutation",4,61,0.0655737704918033
"CEBPA","In_Frame_Del",3,61,0.0491803278688525
"SF3B1","Missense_Mutation",49,49,1
"KRAS","Missense_Mutation",43,44,0.977272727272727
"KRAS","Nonsense_Mutation",1,44,0.0227272727272727
"JAK2","Missense_Mutation",36,36,1
"EZH2","Missense_Mutation",12,32,0.375
"EZH2","Frame_Shift_Ins",8,32,0.25
"EZH2","Frame_Shift_Del",6,32,0.1875
"EZH2","Nonsense_Mutation",3,32,0.09375
"EZH2","Splice_Site",3,32,0.09375
"NF1","Nonsense_Mutation",10,30,0.333333333333333
"NF1","Frame_Shift_Ins",9,30,0.3
"NF1","Missense_Mutation",7,30,0.233333333333333
"NF1","Translation_Start_Site",2,30,0.0666666666666667
"NF1","Frame_Shift_Del",1,30,0.0333333333333333
"NF1","Splice_Site",1,30,0.0333333333333333
"KIT","Missense_Mutation",16,19,0.842105263157895
"KIT","In_Frame_Del",2,19,0.105263157894737
"KIT","In_Frame_Ins",1,19,0.0526315789473684
"KMT2D","Frame_Shift_Del",4,8,0.5
"KMT2D","Nonsense_Mutation",3,8,0.375
"KMT2D","Frame_Shift_Ins",1,8,0.125
"KDM6A","Frame_Shift_Ins",5,7,0.714285714285714
"KDM6A","Missense_Mutation",1,7,0.142857142857143
"KDM6A","Nonsense_Mutation",1,7,0.142857142857143
"BRAF","Missense_Mutation",5,5,1
"GATA3","Missense_Mutation",5,5,1
"ARID1A","Frame_Shift_Del",4,4,1
"SETD2","Missense_Mutation",2,4,0.5
"SETD2","Frame_Shift_Del",1,4,0.25
"SETD2","Splice_Site",1,4,0.25
"CDKN2A","Nonsense_Mutation",2,2,1
"GNAS","Missense_Mutation",2,2,1
"PTEN","Missense_Mutation",2,2,1
"ALK","Missense_Mutation",1,1,1
"APC","Missense_Mutation",1,1,1
"ATRX","Frame_Shift_Ins",1,1,1
"BRCA1","Missense_Mutation",1,1,1
"FGFR3","Missense_Mutation",1,1,1
"MAP3K1","Missense_Mutation",1,1,1
"MTOR","Missense_Mutation",1,1,1
"MYD88","Missense_Mutation",1,1,1
"PIK3CA","Missense_Mutation",1,1,1
"STK11","Missense_Mutation",1,1,1
"ZNRF3","Missense_Mutation",1,1,1
