"gene","mutationType","mutation_records","total_records","fraction"
"SF3B1","Missense_Mutation",130,133,0.977443609022556
"SF3B1","In_Frame_Del",1,133,0.0075187969924812
"SF3B1","In_Frame_Ins",1,133,0.0075187969924812
"SF3B1","Splice_Site",1,133,0.0075187969924812
"ATM","Missense_Mutation",67,124,0.540322580645161
"ATM","Frame_Shift_Del",29,124,0.233870967741935
"ATM","Splice_Site",12,124,0.0967741935483871
"ATM","Nonsense_Mutation",11,124,0.0887096774193548
"ATM","In_Frame_Del",3,124,0.0241935483870968
"ATM","Frame_Shift_Ins",2,124,0.0161290322580645
"TP53","Missense_Mutation",42,50,0.84
"TP53","Splice_Site",4,50,0.08
"TP53","In_Frame_Del",2,50,0.04
"TP53","In_Frame_Ins",1,50,0.02
"TP53","Splice_Region",1,50,0.02
"NOTCH1","Frame_Shift_Del",36,39,0.923076923076923
"NOTCH1","Missense_Mutation",2,39,0.0512820512820513
"NOTCH1","Nonsense_Mutation",1,39,0.0256410256410256
"BRAF","Missense_Mutation",21,21,1
"FBXW7","Missense_Mutation",14,16,0.875
"FBXW7","Nonsense_Mutation",2,16,0.125
"MYD88","Missense_Mutation",16,16,1
"KRAS","Missense_Mutation",14,14,1
"NRAS","Missense_Mutation",9,9,1
"ATRX","Missense_Mutation",8,8,1
"SETD2","Nonsense_Mutation",3,8,0.375
"SETD2","Frame_Shift_Del",2,8,0.25
"SETD2","Missense_Mutation",2,8,0.25
"SETD2","In_Frame_Del",1,8,0.125
"ARID1A","Nonsense_Mutation",4,7,0.571428571428571
"ARID1A","Missense_Mutation",2,7,0.285714285714286
"ARID1A","Frame_Shift_Del",1,7,0.142857142857143
"FAT1","Missense_Mutation",4,5,0.8
"FAT1","Nonsense_Mutation",1,5,0.2
"KMT2C","Missense_Mutation",3,5,0.6
"KMT2C","Nonsense_Mutation",1,5,0.2
"KMT2C","Splice_Site",1,5,0.2
"KMT2D","Nonsense_Mutation",3,5,0.6
"KMT2D","Frame_Shift_Ins",1,5,0.2
"KMT2D","In_Frame_Del",1,5,0.2
"NF1","Missense_Mutation",4,5,0.8
"NF1","Frame_Shift_Ins",1,5,0.2
"KIT","Missense_Mutation",3,4,0.75
"KIT","Splice_Site",1,4,0.25
"PBRM1","Missense_Mutation",4,4,1
"PIM1","Missense_Mutation",3,4,0.75
"PIM1","Frame_Shift_Del",1,4,0.25
"CREBBP","Missense_Mutation",2,3,0.666666666666667
"CREBBP","Nonsense_Mutation",1,3,0.333333333333333
"EGFR","Missense_Mutation",3,3,1
"EP300","Missense_Mutation",3,3,1
"MTOR","Missense_Mutation",2,3,0.666666666666667
"MTOR","Nonsense_Mutation",1,3,0.333333333333333
"SPOP","Missense_Mutation",3,3,1
"TET2","Frame_Shift_Ins",1,3,0.333333333333333
"TET2","Missense_Mutation",1,3,0.333333333333333
"TET2","Nonsense_Mutation",1,3,0.333333333333333
"TSC2","Missense_Mutation",2,3,0.666666666666667
"TSC2","Nonsense_Mutation",1,3,0.333333333333333
"ALK","Missense_Mutation",2,2,1
"BAP1","Missense_Mutation",1,2,0.5
"BAP1","Splice_Site",1,2,0.5
"BRCA1","Missense_Mutation",2,2,1
"ERBB2","Missense_Mutation",2,2,1
"FGFR2","Missense_Mutation",2,2,1
"FGFR3","In_Frame_Del",1,2,0.5
"FGFR3","Missense_Mutation",1,2,0.5
"IDH1","Missense_Mutation",2,2,1
"KMT2A","Missense_Mutation",2,2,1
"PIK3CA","Missense_Mutation",2,2,1
"RB1","Frame_Shift_Del",1,2,0.5
"RB1","Nonsense_Mutation",1,2,0.5
"TSC1","Missense_Mutation",2,2,1
"APC","Missense_Mutation",1,1,1
"BRCA2","Missense_Mutation",1,1,1
"CDH1","Nonsense_Mutation",1,1,1
"DNMT3A","Nonsense_Mutation",1,1,1
"EZH2","Missense_Mutation",1,1,1
"FGFR1","Missense_Mutation",1,1,1
"FLT3","Missense_Mutation",1,1,1
"FOXA1","Missense_Mutation",1,1,1
"GNAS","Missense_Mutation",1,1,1
"KDM6A","Nonsense_Mutation",1,1,1
"MAP3K1","Missense_Mutation",1,1,1
"SUFU","Missense_Mutation",1,1,1
"VHL","Missense_Mutation",1,1,1
