"from","to","weight","x","y","xend","yend"
"N2","N9",0.492973732762039,0.809016994374947,0.587785252292473,0.309016994374947,-0.951056516295154
"N4","N1",0.313229894032702,-0.309016994374947,0.951056516295154,1,0
"N10","N4",1.30293069034815,0.809016994374947,-0.587785252292473,-0.309016994374947,0.951056516295154
"N7","N2",1.7090426614508,-0.809016994374948,-0.587785252292473,0.809016994374947,0.587785252292473
"N5","N2",1.25429683709517,-0.809016994374947,0.587785252292473,0.809016994374947,0.587785252292473
"N6","N1",1.28793060784228,-1,1.22460635382238e-16,1,0
"N7","N1",1.9512874180451,-0.809016994374948,-0.587785252292473,1,0
"N6","N10",1.63715362017974,-1,1.22460635382238e-16,0.809016994374947,-0.587785252292473
"N5","N2",1.63254427332431,-0.809016994374947,0.587785252292473,0.809016994374947,0.587785252292473
"N6","N4",0.402930264966562,-1,1.22460635382238e-16,-0.309016994374947,0.951056516295154
"N10","N2",1.35632327231579,0.809016994374947,-0.587785252292473,0.809016994374947,0.587785252292473
"N5","N9",0.731153442338109,-0.809016994374947,0.587785252292473,0.309016994374947,-0.951056516295154
"N9","N4",1.02366726342589,0.309016994374947,-0.951056516295154,-0.309016994374947,0.951056516295154
"N9","N1",1.66070272843353,0.309016994374947,-0.951056516295154,1,0
"N5","N1",1.74816194232553,-0.809016994374947,0.587785252292473,1,0
"N7","N3",1.53614406655543,-0.809016994374948,-0.587785252292473,0.309016994374947,0.951056516295154
"N9","N10",0.704638868290931,0.309016994374947,-0.951056516295154,0.809016994374947,-0.587785252292473
