"x","y"
0,1
0.00840336134453781,1
0.0168067226890756,1
0.0252100840336134,1
0.0336134453781513,1
0.0420168067226891,0.999979580657664
0.0504201680672269,0.999744757354173
0.0588235294117647,0.999385804948561
0.0672268907563025,0.998883464728237
0.0756302521008403,0.998219125771333
0.0840336134453781,0.997374909026259
0.092436974789916,0.996333748084834
0.100840336134454,0.99507946628411
0.109243697478992,0.99359684978853
0.117647058823529,0.991871716322287
0.126050420168067,0.989890979241341
0.134453781512605,0.987642706655638
0.142857142857143,0.98511617533445
0.151260504201681,0.982301919151279
0.159663865546218,0.979191771849475
0.168067226890756,0.975778903935373
0.176470588235294,0.972057853532252
0.184873949579832,0.96802455105575
0.19327731092437,0.963676337599234
0.201680672268908,0.959011976946093
0.210084033613445,0.95403166115465
0.218487394957983,0.948737009690495
0.226890756302521,0.94313106211014
0.235294117647059,0.937218264329048
0.243697478991597,0.931004448536094
0.252100840336134,0.924496806845169
0.260504201680672,0.917703858802986
0.26890756302521,0.910635412899881
0.277310924369748,0.903302522257465
0.285714285714286,0.895717434693359
0.294117647058824,0.887893537388578
0.302521008403361,0.879845296407552
0.310924369747899,0.871588191344021
0.319327731092437,0.863138645388057
0.327731092436975,0.854513951130145
0.336134453781513,0.845732192437532
0.34453781512605,0.836812162755783
0.352941176470588,0.827773280204634
0.361344537815126,0.818635499851725
0.369747899159664,0.809419223560538
0.378151260504202,0.800145207819808
0.386554621848739,0.790834469970843
0.394957983193277,0.781508193256366
0.403361344537815,0.772187631119853
0.411764705882353,0.76289401118773
0.420168067226891,0.753648439368198
0.428571428571429,0.744471804499956
0.436974789915966,0.735384683981585
0.445378151260504,0.726407250807946
0.453781512605042,0.717559182433571
0.46218487394958,0.708859571874788
0.470588235294118,0.700326841452184
0.478991596638655,0.691978659563116
0.487394957983193,0.683831860860255
0.495798319327731,0.675902370196783
0.504201680672269,0.668205130681839
0.512605042016807,0.660754036171248
0.521008403361344,0.653561868498508
0.529411764705882,0.646640239729624
0.53781512605042,0.639999539702666
0.546218487394958,0.633648889089041
0.554621848739496,0.62759609818856
0.563025210084034,0.621847631644426
0.571428571428571,0.616408579237577
0.579831932773109,0.611282632892313
0.588235294117647,0.606472069997091
0.596638655462185,0.601977743115849
0.605042016806723,0.597799076136333
0.61344537815126,0.593934066872829
0.621848739495798,0.590379296111543
0.630252100840336,0.587129943057765
0.638655462184874,0.584179807115027
0.647058823529412,0.581521335897871
0.65546218487395,0.579145659351655
0.663865546218487,0.57704262982527
0.672268907563025,0.575200867915725
0.680672268907563,0.573607813877475
0.689075630252101,0.572249784364249
0.697478991596639,0.571112034247028
0.705882352941176,0.5701788232289
0.714285714285714,0.569433486955826
0.722689075630252,0.568858512302081
0.73109243697479,0.568435616490226
0.739495798319328,0.568145829688183
0.747899159663866,0.567969580710247
0.756302521008403,0.567886785434874
0.764705882352941,0.567876937539774
0.773109243697479,0.567919201144414
0.781512605042017,0.567992504941377
0.789915966386555,0.568075637391328
0.798319327731092,0.568147342551501
0.80672268907563,0.568186416104806
0.815126050420168,0.568171801155691
0.823529411764706,0.568082683359994
0.831932773109244,0.567898584959013
0.840336134453782,0.567599457292955
0.848739495798319,0.567165771375833
0.857142857142857,0.566578606122599
0.865546218487395,0.565819733829931
0.873949579831933,0.564871702524495
0.882352941176471,0.563717914806653
0.890756302521008,0.562342702833407
0.899159663865546,0.56073139910185
0.907563025210084,0.558870402713317
0.915966386554622,0.556747240818887
0.92436974789916,0.554350624968634
0.932773109243697,0.551670502110054
0.941176470588235,0.548698100005272
0.949579831932773,0.545425966861849
0.957983193277311,0.541848004998134
0.966386554621849,0.537959498391091
0.974789915966387,0.533757133982119
0.983193277310924,0.529239016644636
0.991596638655462,0.524404677745792
1,0.519255077263637
