"mean","log2FC","status"
9.90694542205893,2.28165485614503,TRUE
3.19552491698414,-1.26325949699652,FALSE
9.62060402170755,0.457775943253398,FALSE
8.67293761391193,-0.807072479162458,FALSE
7.49539823760279,0.883878612447694,FALSE
7.22576429205947,-0.246449442419486,FALSE
5.18948272662237,-1.11538242674156,FALSE
3.09026974090375,0.68093632504234,FALSE
11.8582187679131,-0.153530018490528,FALSE
9.74917987477966,-1.12595085024042,FALSE
3.66211933456361,-1.27932836736086,FALSE
6.38599803624675,-1.08728719226548,FALSE
5.30271495855413,0.253789052439651,FALSE
10.7150476435199,-1.71165690413583,TRUE
6.81821391638368,-0.617835992485544,FALSE
3.87703992892057,-0.379126411168024,FALSE
10.7002547385637,0.0614900067908403,FALSE
4.12765124905854,-1.74263243494734,TRUE
9.75405232794583,-0.0567301942024932,FALSE
10.0172362546436,-2.65625378417927,TRUE
2.02524941973388,-1.47650962647277,FALSE
6.01761202071793,-1.08699120605395,FALSE
5.99816327332519,-0.0258959692892254,FALSE
10.9147313418798,-3.14692161711834,TRUE
4.54297737008892,0.405855796000588,FALSE
11.974414839875,-0.459462893021387,FALSE
1.20685637532733,-0.501655787328585,FALSE
8.82917622663081,0.420120968722021,FALSE
2.157049595844,1.9143537011917,TRUE
5.45518276561052,1.41936786249347,FALSE
5.54906771471724,-0.0602860055344828,FALSE
11.575391795719,2.00584910685882,TRUE
6.127517568646,-0.493959283408243,FALSE
9.44645998231135,1.84525945488939,TRUE
2.67790864570998,0.0244833161632922,FALSE
9.19375601341017,0.893069647647702,FALSE
8.28802011162043,-2.62435757908255,TRUE
8.01938341907226,-0.778676020576753,FALSE
9.75303899100982,1.25602129635438,FALSE
3.15556856105104,-0.727794875136185,FALSE
5.19022376346402,-0.152318700349374,FALSE
11.8904293847736,1.65891686467082,TRUE
3.46616128645837,0.376863929589503,FALSE
6.07187922438607,-1.71583681711507,TRUE
11.791125402553,-2.63110987755214,TRUE
7.48512368812226,-1.42724757958674,FALSE
4.63861845759675,-1.43898935322725,FALSE
10.7687753769569,-0.395451355765426,FALSE
3.28417525021359,0.500877982229992,FALSE
2.50463819736615,0.454839551026494,FALSE
5.79290558281355,-0.973503504513753,FALSE
1.39408527431078,-0.739955103753858,FALSE
11.508592377184,1.27515871033786,FALSE
5.79523340542801,0.029750699455775,FALSE
8.14897027332336,0.234893308788968,FALSE
11.3734998516738,-0.628091847925218,FALSE
8.79194813477807,0.616988718595248,FALSE
6.39469050732441,-0.736837774695499,FALSE
10.2167452399153,0.556654820125207,FALSE
10.5418649730273,0.544271379124366,FALSE
8.10244246735238,-0.25854406756449,FALSE
11.2275847548153,-1.34700249873289,FALSE
5.35674582305364,4.49878764146096,TRUE
9.8969387547113,-1.27693943187198,FALSE
6.41587728844024,-2.92571272980144,TRUE
6.57687733159401,-1.47376625224404,FALSE
4.45833898638375,-0.416915871752781,FALSE
7.35913920379244,0.475638217700973,FALSE
1.58371155126952,-0.63324436199515,FALSE
6.44866375136189,1.61166410821061,TRUE
5.35843266476877,1.05959706865605,FALSE
4.88626477238722,4.75827863762268,TRUE
11.7070622246247,2.7996230082147,TRUE
8.98923163535073,-0.805018076285792,FALSE
2.22955024125986,-1.28742773539297,FALSE
9.13851102651097,-1.73555598693725,TRUE
2.20511647872627,-1.06308228975273,FALSE
7.5174942095764,-0.893990359265634,FALSE
3.00288619473577,1.31906022823634,FALSE
4.77590999333188,-0.641086765183951,FALSE
10.6894397609867,-1.33649621256641,FALSE
1.32259840634651,1.38952480268447,FALSE
7.82971150521189,2.21826939453396,TRUE
6.30912766838446,0.642508919133589,FALSE
9.13516059308313,0.498612796379909,FALSE
5.88806585269049,-0.0607827542343424,FALSE
11.8713239142671,-0.21811275003877,FALSE
8.99275335250422,1.02350689620247,FALSE
5.54184315679595,-0.709671144378301,FALSE
2.17462076852098,0.509722584261128,FALSE
10.7073254925199,-1.85861003163784,TRUE
11.8571634155232,-0.00617513241733573,FALSE
10.925926215481,0.0504879396235358,FALSE
5.42916502687149,1.22754331318042,FALSE
11.4201764110476,0.268375790747627,FALSE
11.8207397588994,0.752675421581745,FALSE
4.67770835268311,-0.347146430329648,FALSE
8.34282767167315,0.0492400696190393,FALSE
11.5351637518033,-0.302331234944632,FALSE
5.53496518731117,0.511274711632103,FALSE
8.0499526723288,0.610556867475554,FALSE
7.7319143244531,0.306532602159737,FALSE
2.8116626595147,-0.261705291100332,FALSE
7.44524665572681,0.0248295446433621,FALSE
9.38420553202741,-0.526864643084476,FALSE
10.7719963141717,0.517780111470121,FALSE
6.27153408690356,1.78665011487626,TRUE
1.20213297265582,-1.45309544717752,FALSE
5.37667186651379,0.516360957988224,FALSE
2.90615547145717,-0.334488610276036,FALSE
9.49663047050126,0.666444659293039,FALSE
6.60947224707343,0.681987029947238,FALSE
5.35972659476101,0.238979351933013,FALSE
9.07051530084573,1.95237756015215,TRUE
8.68564243917353,0.617415783838239,FALSE
8.16000062972307,0.970139498185998,FALSE
4.55697809997946,0.662051178635484,FALSE
2.41492698481306,0.626348367406321,FALSE
8.3841113394592,1.1715191281879,FALSE
2.05701851961203,0.284578830684692,FALSE
3.66581324720755,-0.348834901777768,FALSE
4.82853495236486,-0.725398132481059,FALSE
2.74827065714635,-0.768994933056072,FALSE
3.01145126204938,0.83624927000288,FALSE
9.65888150362298,-1.10863124924352,FALSE
9.1857708694879,1.87671113250855,TRUE
9.86801976757124,-0.0852598450445921,FALSE
9.64714353065938,-1.81739756709235,TRUE
2.92889491375536,-0.163572874731045,FALSE
9.90429324936122,-0.390627556748119,FALSE
8.79584456421435,1.1614239326376,FALSE
1.27700014715083,-2.64287080536883,TRUE
1.82802655664273,-1.05627116667498,FALSE
4.52244317694567,-0.643603145335825,FALSE
