"group","value","x","y","time"
"A",7.1624900781817,1.70000417980647,-1.8055977422383,1
"A",5.8711781108382,1.48815675774975,0.400656469124231,2
"A",6.31112484808272,-1.49552927774617,-0.53584645718665,3
"A",5.17353347680358,2.33620775134126,-1.11016629140548,4
"A",6.19349353419297,0.0734225777288103,0.413244882537455,5
"A",6.96363736402878,-0.286498967191429,-1.25885672728004,6
"A",5.68509247432739,-0.934468128646988,-2.18728643900313,7
"A",8.29742151576668,-0.151451113156948,-1.06174834092835,8
"A",5.76939305642306,-0.68735788609721,-0.720228173176747,9
"A",6.72724433684182,0.475056358616531,-2.09155303957497,10
"A",5.03974845953329,-0.591247886973255,-1.20574535707546,11
"A",6.45695862507194,0.375124585795077,0.804271822548757,12
"A",4.45801240290356,-0.424602923995084,-1.65129874481404,13
"A",6.30375153861608,-1.12900422706997,-0.933167979562361,14
"A",6.44177656627343,-0.486753002629824,-1.53045558554953,15
"A",5.3976446993871,-0.204734129687204,-0.715513815899509,16
"A",5.68862482072417,1.38863736837553,-2.65355941578231,17
"A",5.76524040969865,0.430410522859457,-2.25787045878618,18
"A",5.87894332378104,-0.846587503907122,-2.38587980156442,19
"A",6.09453758468034,-0.873427734888814,-1.14326790424538,20
"A",6.44151543278146,0.313259747792214,-0.312446712242882,21
"A",9.17441043998498,-2.80249519177685,-0.914597548972264,22
"A",6.38680033633957,-0.392666982850876,-1.05214462275448,23
"A",8.01429380259846,0.045945104880672,-2.35866673992674,24
"A",5.333196113205,0.127987245935567,0.0764081475573268,25
"A",6.00690992455882,-0.667219452135017,-1.9860894164753,26
"A",6.74191779789915,-0.252538671081661,-2.05776872767442,27
"A",7.12735848959192,-0.176556907022002,-0.641493834682951,28
"A",6.65532523326887,0.221254665260764,-0.845000163513476,29
"A",5.91112690440874,0.646819147899273,-0.600663881094615,30
"A",8.14051665654553,-0.00650925593129264,-1.88888302258775,31
"A",8.11832640489579,2.15630435749541,-0.993192888011374,32
"A",3.80119725768923,2.2598611577351,-0.649145611862271,33
"A",4.14477174025726,1.19593226395503,-2.09701374225759,34
"A",7.39302974401779,2.77344142588687,-1.3684368374994,35
"A",4.51324636425542,0.753336725357518,-0.079604125231152,36
"A",7.79151201012375,-1.96253704609218,-0.428063646158855,37
"A",6.07322430677162,-0.124668541092145,-1.02408572397922,38
"A",6.38541100580332,-1.38008075169306,-0.779501883225997,39
"A",7.25952274576084,-0.0347441148707136,-0.376961513225378,40
"A",6.68253301266121,-0.756480487647371,-0.697466769096069,41
"A",5.72210175194097,1.19717919997971,-0.805540630916755,42
"A",6.19821637819127,-0.080286671321168,-0.868047380549904,43
"A",6.33220367373437,0.825623910532635,-1.13797004604426,44
"A",4.94861439408208,1.87482580550553,-0.496466394359739,45
"B",9.71846858987163,-0.864677204620031,0.56179412767152,1
"B",8.83881882186972,1.04055693103309,-0.75730712398003,2
"B",8.07358419655139,0.40886576124649,0.587950133346675,3
"B",5.5863119757789,1.2186347019644,0.423618566878549,4
"B",7.40441589803201,-0.516711143386344,1.56032088603083,5
"B",6.75083837245571,0.602327158267405,-0.913700534255145,6
"B",6.47764205290427,0.755757760682442,1.12695968538063,7
"B",7.21487462055151,2.27626098816562,0.788817190783211,8
"B",6.98709917965509,-1.49355832321417,-1.09025198886505,9
"B",6.0504918274621,-0.846252297007391,0.743021117811737,10
"B",5.23949476525813,-0.963021890017919,0.475332664638175,11
"B",6.46271826972713,-0.626755467161649,-0.925409817440739,12
"B",7.57725546398313,-0.0793836082957135,1.36332688406191,13
"B",7.13420051542666,-1.01711468339777,-0.144459021828774,14
"B",6.29642420713004,0.642052238621872,0.196059773842354,15
"B",7.12293152822881,-0.544323431417847,1.55708943219507,16
"B",6.41336043318478,-0.657787592926833,-0.10077449925984,17
"B",5.52912064356569,0.0829158746381729,0.544196348115791,18
"B",6.50636107366865,0.131414945227279,1.1081957786094,19
"B",7.82747009279025,-0.285368143284786,0.0742934867791426,20
"B",6.69878381548528,0.998080899756561,0.41909803971721,21
"B",8.9378919173094,-1.23989343241476,0.0052450826971116,22
"B",8.43008156596029,-1.24848626680093,-0.196143672824213,23
"B",5.68302144064979,0.498727803516113,-0.960425937004275,24
"B",6.54135303777565,-0.387853516980322,-0.570770669164554,25
"B",6.64860726634891,0.562608723918445,1.02269799478077,26
"B",7.54034874163283,-1.52199311478974,-0.547144390855887,27
"B",6.86898676843266,-1.08640236941324,-0.0450658064710114,28
"B",5.9828336038653,-1.06510609115082,0.337576869294834,29
"B",6.17694223755339,2.14657764344585,0.414236794352573,30
"B",6.26565210657979,0.365227643676849,1.20958601074334,31
"B",8.51151151154319,-0.0932674145866993,-2.20783509718998,32
"B",8.08514959809547,0.562706028122738,1.04191730222855,33
"B",7.85597735186608,0.319747619902662,-1.97530404992616,34
"B",6.23910139426474,1.14196399650121,-0.539052443875131,35
"B",6.18098840213406,-1.35705625196295,0.262796101751593,36
"B",7.34037114759986,-0.393539530603234,0.969234998384805,37
"B",8.87166184887292,-1.05812331298196,0.319573987564053,38
"B",6.72089710489936,-0.0723196588714298,-1.03541474552179,39
